,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
203214,Wake County,NC,Clayton County,GA,47,562,562000,1718,2017,2018,inflow,Clayton County-Wake County-NC-1718,"Wake County, NC"
203215,Tarrant County,TX,Clayton County,GA,39,429,429000,1718,2017,2018,inflow,Clayton County-Tarrant County-TX-1718,"Tarrant County, TX"
203216,Cumberland County,NC,Clayton County,GA,43,626,626000,1718,2017,2018,inflow,Clayton County-Cumberland County-NC-1718,"Cumberland County, NC"
203217,Orleans Parish,LA,Clayton County,GA,49,458,458000,1718,2017,2018,inflow,Clayton County-Orleans Parish-LA-1718,"Orleans Parish, LA"
203218,Baltimore city,MD,Clayton County,GA,38,564,564000,1718,2017,2018,inflow,Clayton County-Baltimore city-MD-1718,"Baltimore city, MD"
203219,Guilford County,NC,Clayton County,GA,40,631,631000,1718,2017,2018,inflow,Clayton County-Guilford County-NC-1718,"Guilford County, NC"
203220,Bell County,TX,Clayton County,GA,42,434,434000,1718,2017,2018,inflow,Clayton County-Bell County-TX-1718,"Bell County, TX"
203221,Davidson County,TN,Clayton County,GA,27,657,657000,1718,2017,2018,inflow,Clayton County-Davidson County-TN-1718,"Davidson County, TN"
203240,Cobb County Total Migration-US and Foreign,GA,Cobb County,GA,50680,1741479,1741479000,1718,2017,2018,inflow,Cobb County total migration-1718,"Cobb County Total Migration-US and Foreign, GA"
203246,Fulton County,GA,Cobb County,GA,9292,388957,388957000,1718,2017,2018,inflow,Cobb County-Fulton County-GA-1718,"Fulton County, GA"
203247,DeKalb County,GA,Cobb County,GA,3629,134992,134992000,1718,2017,2018,inflow,Cobb County-DeKalb County-GA-1718,"DeKalb County, GA"
203248,Cherokee County,GA,Cobb County,GA,3074,101314,101314000,1718,2017,2018,inflow,Cobb County-Cherokee County-GA-1718,"Cherokee County, GA"
203249,Gwinnett County,GA,Cobb County,GA,2422,76200,76200000,1718,2017,2018,inflow,Cobb County-Gwinnett County-GA-1718,"Gwinnett County, GA"
203250,Paulding County,GA,Cobb County,GA,2899,77307,77307000,1718,2017,2018,inflow,Cobb County-Paulding County-GA-1718,"Paulding County, GA"
203251,Douglas County,GA,Cobb County,GA,1975,38316,38316000,1718,2017,2018,inflow,Cobb County-Douglas County-GA-1718,"Douglas County, GA"
203252,Clayton County,GA,Cobb County,GA,897,17443,17443000,1718,2017,2018,inflow,Cobb County-Clayton County-GA-1718,"Clayton County, GA"
203253,Bartow County,GA,Cobb County,GA,712,15675,15675000,1718,2017,2018,inflow,Cobb County-Bartow County-GA-1718,"Bartow County, GA"
203254,Henry County,GA,Cobb County,GA,515,15493,15493000,1718,2017,2018,inflow,Cobb County-Henry County-GA-1718,"Henry County, GA"
203255,Broward County,FL,Cobb County,GA,521,14195,14195000,1718,2017,2018,inflow,Cobb County-Broward County-FL-1718,"Broward County, FL"
203256,Forsyth County,GA,Cobb County,GA,466,18088,18088000,1718,2017,2018,inflow,Cobb County-Forsyth County-GA-1718,"Forsyth County, GA"
203257,Cook County,IL,Cobb County,GA,455,14532,14532000,1718,2017,2018,inflow,Cobb County-Cook County-IL-1718,"Cook County, IL"
203258,Los Angeles County,CA,Cobb County,GA,402,16630,16630000,1718,2017,2018,inflow,Cobb County-Los Angeles County-CA-1718,"Los Angeles County, CA"
203259,Miami-Dade County,FL,Cobb County,GA,365,9130,9130000,1718,2017,2018,inflow,Cobb County-Miami-Dade County-FL-1718,"Miami-Dade County, FL"
203260,Carroll County,GA,Cobb County,GA,301,7212,7212000,1718,2017,2018,inflow,Cobb County-Carroll County-GA-1718,"Carroll County, GA"
203261,Orange County,FL,Cobb County,GA,310,7969,7969000,1718,2017,2018,inflow,Cobb County-Orange County-FL-1718,"Orange County, FL"
203262,Fayette County,GA,Cobb County,GA,267,16222,16222000,1718,2017,2018,inflow,Cobb County-Fayette County-GA-1718,"Fayette County, GA"
203263,Mecklenburg County,NC,Cobb County,GA,276,9861,9861000,1718,2017,2018,inflow,Cobb County-Mecklenburg County-NC-1718,"Mecklenburg County, NC"
203264,Harris County,TX,Cobb County,GA,312,11439,11439000,1718,2017,2018,inflow,Cobb County-Harris County-TX-1718,"Harris County, TX"
203265,Chatham County,GA,Cobb County,GA,242,8174,8174000,1718,2017,2018,inflow,Cobb County-Chatham County-GA-1718,"Chatham County, GA"
203266,Duval County,FL,Cobb County,GA,238,14935,14935000,1718,2017,2018,inflow,Cobb County-Duval County-FL-1718,"Duval County, FL"
203267,Coweta County,GA,Cobb County,GA,223,9111,9111000,1718,2017,2018,inflow,Cobb County-Coweta County-GA-1718,"Coweta County, GA"
203268,Palm Beach County,FL,Cobb County,GA,243,7235,7235000,1718,2017,2018,inflow,Cobb County-Palm Beach County-FL-1718,"Palm Beach County, FL"
203269,Hillsborough County,FL,Cobb County,GA,212,5689,5689000,1718,2017,2018,inflow,Cobb County-Hillsborough County-FL-1718,"Hillsborough County, FL"
203270,Hall County,GA,Cobb County,GA,192,5212,5212000,1718,2017,2018,inflow,Cobb County-Hall County-GA-1718,"Hall County, GA"
203271,Jefferson County,AL,Cobb County,GA,203,5504,5504000,1718,2017,2018,inflow,Cobb County-Jefferson County-AL-1718,"Jefferson County, AL"
203272,Clarke County,GA,Cobb County,GA,154,4504,4504000,1718,2017,2018,inflow,Cobb County-Clarke County-GA-1718,"Clarke County, GA"
203273,Muscogee County,GA,Cobb County,GA,179,4099,4099000,1718,2017,2018,inflow,Cobb County-Muscogee County-GA-1718,"Muscogee County, GA"
203274,Rockdale County,GA,Cobb County,GA,178,4433,4433000,1718,2017,2018,inflow,Cobb County-Rockdale County-GA-1718,"Rockdale County, GA"
203275,Maricopa County,AZ,Cobb County,GA,191,7007,7007000,1718,2017,2018,inflow,Cobb County-Maricopa County-AZ-1718,"Maricopa County, AZ"
203276,Kings County,NY,Cobb County,GA,181,4463,4463000,1718,2017,2018,inflow,Cobb County-Kings County-NY-1718,"Kings County, NY"
203277,Richmond County,GA,Cobb County,GA,156,4091,4091000,1718,2017,2018,inflow,Cobb County-Richmond County-GA-1718,"Richmond County, GA"
203278,Wake County,NC,Cobb County,GA,204,6798,6798000,1718,2017,2018,inflow,Cobb County-Wake County-NC-1718,"Wake County, NC"
203279,Shelby County,TN,Cobb County,GA,183,6773,6773000,1718,2017,2018,inflow,Cobb County-Shelby County-TN-1718,"Shelby County, TN"
203280,Dallas County,TX,Cobb County,GA,163,5470,5470000,1718,2017,2018,inflow,Cobb County-Dallas County-TX-1718,"Dallas County, TX"
203281,Bibb County,GA,Cobb County,GA,164,5148,5148000,1718,2017,2018,inflow,Cobb County-Bibb County-GA-1718,"Bibb County, GA"
203282,Queens County,NY,Cobb County,GA,174,3827,3827000,1718,2017,2018,inflow,Cobb County-Queens County-NY-1718,"Queens County, NY"
203283,Floyd County,GA,Cobb County,GA,156,4098,4098000,1718,2017,2018,inflow,Cobb County-Floyd County-GA-1718,"Floyd County, GA"
203284,Hamilton County,TN,Cobb County,GA,155,7178,7178000,1718,2017,2018,inflow,Cobb County-Hamilton County-TN-1718,"Hamilton County, TN"
203285,San Diego County,CA,Cobb County,GA,143,5284,5284000,1718,2017,2018,inflow,Cobb County-San Diego County-CA-1718,"San Diego County, CA"
203286,New York County,NY,Cobb County,GA,127,6605,6605000,1718,2017,2018,inflow,Cobb County-New York County-NY-1718,"New York County, NY"
203287,Pinellas County,FL,Cobb County,GA,122,5543,5543000,1718,2017,2018,inflow,Cobb County-Pinellas County-FL-1718,"Pinellas County, FL"
203288,Davidson County,TN,Cobb County,GA,121,4266,4266000,1718,2017,2018,inflow,Cobb County-Davidson County-TN-1718,"Davidson County, TN"
203289,Newton County,GA,Cobb County,GA,142,3114,3114000,1718,2017,2018,inflow,Cobb County-Newton County-GA-1718,"Newton County, GA"
203290,Wayne County,MI,Cobb County,GA,138,4591,4591000,1718,2017,2018,inflow,Cobb County-Wayne County-MI-1718,"Wayne County, MI"
203291,Houston County,GA,Cobb County,GA,125,4103,4103000,1718,2017,2018,inflow,Cobb County-Houston County-GA-1718,"Houston County, GA"
203292,Travis County,TX,Cobb County,GA,134,4486,4486000,1718,2017,2018,inflow,Cobb County-Travis County-TX-1718,"Travis County, TX"
203293,Montgomery County,AL,Cobb County,GA,126,3310,3310000,1718,2017,2018,inflow,Cobb County-Montgomery County-AL-1718,"Montgomery County, AL"
203294,Orange County,CA,Cobb County,GA,154,5096,5096000,1718,2017,2018,inflow,Cobb County-Orange County-CA-1718,"Orange County, CA"
203295,Essex County,NJ,Cobb County,GA,141,3423,3423000,1718,2017,2018,inflow,Cobb County-Essex County-NJ-1718,"Essex County, NJ"
203296,Leon County,FL,Cobb County,GA,105,4329,4329000,1718,2017,2018,inflow,Cobb County-Leon County-FL-1718,"Leon County, FL"
203297,Prince George's County,MD,Cobb County,GA,108,3158,3158000,1718,2017,2018,inflow,Cobb County-Prince George's County-MD-1718,"Prince George's County, MD"
203298,Fairfax County,VA,Cobb County,GA,126,6564,6564000,1718,2017,2018,inflow,Cobb County-Fairfax County-VA-1718,"Fairfax County, VA"
203299,Greenville County,SC,Cobb County,GA,99,3486,3486000,1718,2017,2018,inflow,Cobb County-Greenville County-SC-1718,"Greenville County, SC"
203300,Bronx County,NY,Cobb County,GA,115,2388,2388000,1718,2017,2018,inflow,Cobb County-Bronx County-NY-1718,"Bronx County, NY"
203301,Lee County,FL,Cobb County,GA,106,3473,3473000,1718,2017,2018,inflow,Cobb County-Lee County-FL-1718,"Lee County, FL"
203302,Clark County,NV,Cobb County,GA,115,3565,3565000,1718,2017,2018,inflow,Cobb County-Clark County-NV-1718,"Clark County, NV"
203303,King County,WA,Cobb County,GA,115,6438,6438000,1718,2017,2018,inflow,Cobb County-King County-WA-1718,"King County, WA"
203304,Cuyahoga County,OH,Cobb County,GA,116,2891,2891000,1718,2017,2018,inflow,Cobb County-Cuyahoga County-OH-1718,"Cuyahoga County, OH"
203305,Bexar County,TX,Cobb County,GA,117,3302,3302000,1718,2017,2018,inflow,Cobb County-Bexar County-TX-1718,"Bexar County, TX"
203306,Tarrant County,TX,Cobb County,GA,118,3834,3834000,1718,2017,2018,inflow,Cobb County-Tarrant County-TX-1718,"Tarrant County, TX"
203307,Philadelphia County,PA,Cobb County,GA,87,2545,2545000,1718,2017,2018,inflow,Cobb County-Philadelphia County-PA-1718,"Philadelphia County, PA"
203308,Montgomery County,MD,Cobb County,GA,105,3828,3828000,1718,2017,2018,inflow,Cobb County-Montgomery County-MD-1718,"Montgomery County, MD"
203309,Nassau County,NY,Cobb County,GA,111,4385,4385000,1718,2017,2018,inflow,Cobb County-Nassau County-NY-1718,"Nassau County, NY"
203310,Suffolk County,NY,Cobb County,GA,99,3798,3798000,1718,2017,2018,inflow,Cobb County-Suffolk County-NY-1718,"Suffolk County, NY"
203311,Bay County,FL,Cobb County,GA,82,4066,4066000,1718,2017,2018,inflow,Cobb County-Bay County-FL-1718,"Bay County, FL"
203312,Middlesex County,MA,Cobb County,GA,92,4976,4976000,1718,2017,2018,inflow,Cobb County-Middlesex County-MA-1718,"Middlesex County, MA"
203313,Seminole County,FL,Cobb County,GA,92,2433,2433000,1718,2017,2018,inflow,Cobb County-Seminole County-FL-1718,"Seminole County, FL"
203314,Columbia County,GA,Cobb County,GA,102,4103,4103000,1718,2017,2018,inflow,Cobb County-Columbia County-GA-1718,"Columbia County, GA"
203315,Volusia County,FL,Cobb County,GA,103,1739,1739000,1718,2017,2018,inflow,Cobb County-Volusia County-FL-1718,"Volusia County, FL"
203316,Richland County,SC,Cobb County,GA,98,3304,3304000,1718,2017,2018,inflow,Cobb County-Richland County-SC-1718,"Richland County, SC"
203317,Dougherty County,GA,Cobb County,GA,83,1804,1804000,1718,2017,2018,inflow,Cobb County-Dougherty County-GA-1718,"Dougherty County, GA"
203318,Franklin County,OH,Cobb County,GA,86,2377,2377000,1718,2017,2018,inflow,Cobb County-Franklin County-OH-1718,"Franklin County, OH"
203319,Charleston County,SC,Cobb County,GA,79,2289,2289000,1718,2017,2018,inflow,Cobb County-Charleston County-SC-1718,"Charleston County, SC"
203320,Alameda County,CA,Cobb County,GA,90,4259,4259000,1718,2017,2018,inflow,Cobb County-Alameda County-CA-1718,"Alameda County, CA"
203321,Santa Clara County,CA,Cobb County,GA,90,6075,6075000,1718,2017,2018,inflow,Cobb County-Santa Clara County-CA-1718,"Santa Clara County, CA"
203322,Brevard County,FL,Cobb County,GA,81,2153,2153000,1718,2017,2018,inflow,Cobb County-Brevard County-FL-1718,"Brevard County, FL"
203323,Riverside County,CA,Cobb County,GA,96,3116,3116000,1718,2017,2018,inflow,Cobb County-Riverside County-CA-1718,"Riverside County, CA"
203324,Lowndes County,GA,Cobb County,GA,70,1413,1413000,1718,2017,2018,inflow,Cobb County-Lowndes County-GA-1718,"Lowndes County, GA"
203325,Jefferson County,KY,Cobb County,GA,89,4153,4153000,1718,2017,2018,inflow,Cobb County-Jefferson County-KY-1718,"Jefferson County, KY"
203326,Guilford County,NC,Cobb County,GA,82,2012,2012000,1718,2017,2018,inflow,Cobb County-Guilford County-NC-1718,"Guilford County, NC"
203327,Mobile County,AL,Cobb County,GA,72,1732,1732000,1718,2017,2018,inflow,Cobb County-Mobile County-AL-1718,"Mobile County, AL"
203328,Fairfield County,CT,Cobb County,GA,92,4671,4671000,1718,2017,2018,inflow,Cobb County-Fairfield County-CT-1718,"Fairfield County, CT"
203329,Marion County,IN,Cobb County,GA,93,2074,2074000,1718,2017,2018,inflow,Cobb County-Marion County-IN-1718,"Marion County, IN"
203330,St. Louis County,MO,Cobb County,GA,87,2225,2225000,1718,2017,2018,inflow,Cobb County-St. Louis County-MO-1718,"St. Louis County, MO"
203331,Hartford County,CT,Cobb County,GA,89,3133,3133000,1718,2017,2018,inflow,Cobb County-Hartford County-CT-1718,"Hartford County, CT"
203332,Alachua County,FL,Cobb County,GA,83,2085,2085000,1718,2017,2018,inflow,Cobb County-Alachua County-FL-1718,"Alachua County, FL"
203333,Lee County,AL,Cobb County,GA,70,1701,1701000,1718,2017,2018,inflow,Cobb County-Lee County-AL-1718,"Lee County, AL"
203334,Oakland County,MI,Cobb County,GA,72,2892,2892000,1718,2017,2018,inflow,Cobb County-Oakland County-MI-1718,"Oakland County, MI"
203335,DuPage County,IL,Cobb County,GA,91,8421,8421000,1718,2017,2018,inflow,Cobb County-DuPage County-IL-1718,"DuPage County, IL"
203336,Middlesex County,NJ,Cobb County,GA,91,3845,3845000,1718,2017,2018,inflow,Cobb County-Middlesex County-NJ-1718,"Middlesex County, NJ"
203337,Pickens County,GA,Cobb County,GA,77,2244,2244000,1718,2017,2018,inflow,Cobb County-Pickens County-GA-1718,"Pickens County, GA"
203338,Allegheny County,PA,Cobb County,GA,65,3654,3654000,1718,2017,2018,inflow,Cobb County-Allegheny County-PA-1718,"Allegheny County, PA"
203339,Knox County,TN,Cobb County,GA,72,2424,2424000,1718,2017,2018,inflow,Cobb County-Knox County-TN-1718,"Knox County, TN"
203340,Madison County,AL,Cobb County,GA,60,2117,2117000,1718,2017,2018,inflow,Cobb County-Madison County-AL-1718,"Madison County, AL"
203341,Orleans Parish,LA,Cobb County,GA,60,2269,2269000,1718,2017,2018,inflow,Cobb County-Orleans Parish-LA-1718,"Orleans Parish, LA"
203342,Tuscaloosa County,AL,Cobb County,GA,53,1142,1142000,1718,2017,2018,inflow,Cobb County-Tuscaloosa County-AL-1718,"Tuscaloosa County, AL"
203343,District of Columbia,DC,Cobb County,GA,50,2923,2923000,1718,2017,2018,inflow,Cobb County-District of Columbia-DC-1718,"District of Columbia, DC"
203344,Polk County,FL,Cobb County,GA,79,1292,1292000,1718,2017,2018,inflow,Cobb County-Polk County-FL-1718,"Polk County, FL"
203345,Bulloch County,GA,Cobb County,GA,51,1426,1426000,1718,2017,2018,inflow,Cobb County-Bulloch County-GA-1718,"Bulloch County, GA"
203346,Bergen County,NJ,Cobb County,GA,87,3011,3011000,1718,2017,2018,inflow,Cobb County-Bergen County-NJ-1718,"Bergen County, NJ"
203347,Baltimore County,MD,Cobb County,GA,74,1876,1876000,1718,2017,2018,inflow,Cobb County-Baltimore County-MD-1718,"Baltimore County, MD"
203348,Hinds County,MS,Cobb County,GA,63,992,992000,1718,2017,2018,inflow,Cobb County-Hinds County-MS-1718,"Hinds County, MS"
203350,Escambia County,FL,Cobb County,GA,63,1334,1334000,1718,2017,2018,inflow,Cobb County-Escambia County-FL-1718,"Escambia County, FL"
203351,Walton County,GA,Cobb County,GA,64,2131,2131000,1718,2017,2018,inflow,Cobb County-Walton County-GA-1718,"Walton County, GA"
203352,Honolulu County,HI,Cobb County,GA,65,1502,1502000,1718,2017,2018,inflow,Cobb County-Honolulu County-HI-1718,"Honolulu County, HI"
203353,Hennepin County,MN,Cobb County,GA,64,3590,3590000,1718,2017,2018,inflow,Cobb County-Hennepin County-MN-1718,"Hennepin County, MN"
203354,Hamilton County,OH,Cobb County,GA,64,2243,2243000,1718,2017,2018,inflow,Cobb County-Hamilton County-OH-1718,"Hamilton County, OH"
203355,Collin County,TX,Cobb County,GA,65,2770,2770000,1718,2017,2018,inflow,Cobb County-Collin County-TX-1718,"Collin County, TX"
203356,Milwaukee County,WI,Cobb County,GA,70,1151,1151000,1718,2017,2018,inflow,Cobb County-Milwaukee County-WI-1718,"Milwaukee County, WI"
203357,Shelby County,AL,Cobb County,GA,53,2774,2774000,1718,2017,2018,inflow,Cobb County-Shelby County-AL-1718,"Shelby County, AL"
203358,Gordon County,GA,Cobb County,GA,57,1152,1152000,1718,2017,2018,inflow,Cobb County-Gordon County-GA-1718,"Gordon County, GA"
203359,East Baton Rouge Parish,LA,Cobb County,GA,61,1828,1828000,1718,2017,2018,inflow,Cobb County-East Baton Rouge Parish-LA-1718,"East Baton Rouge Parish, LA"
203360,Baltimore city,MD,Cobb County,GA,49,1508,1508000,1718,2017,2018,inflow,Cobb County-Baltimore city-MD-1718,"Baltimore city, MD"
203361,Kent County,MI,Cobb County,GA,76,2136,2136000,1718,2017,2018,inflow,Cobb County-Kent County-MI-1718,"Kent County, MI"
203362,Cumberland County,NC,Cobb County,GA,57,1566,1566000,1718,2017,2018,inflow,Cobb County-Cumberland County-NC-1718,"Cumberland County, NC"
203363,New Haven County,CT,Cobb County,GA,68,1428,1428000,1718,2017,2018,inflow,Cobb County-New Haven County-CT-1718,"New Haven County, CT"
203364,Sarasota County,FL,Cobb County,GA,59,1504,1504000,1718,2017,2018,inflow,Cobb County-Sarasota County-FL-1718,"Sarasota County, FL"
203365,Whitfield County,GA,Cobb County,GA,59,1647,1647000,1718,2017,2018,inflow,Cobb County-Whitfield County-GA-1718,"Whitfield County, GA"
203366,Prince William County,VA,Cobb County,GA,59,1896,1896000,1718,2017,2018,inflow,Cobb County-Prince William County-VA-1718,"Prince William County, VA"
203367,Contra Costa County,CA,Cobb County,GA,57,2251,2251000,1718,2017,2018,inflow,Cobb County-Contra Costa County-CA-1718,"Contra Costa County, CA"
203368,Arapahoe County,CO,Cobb County,GA,52,2011,2011000,1718,2017,2018,inflow,Cobb County-Arapahoe County-CO-1718,"Arapahoe County, CO"
203369,Barrow County,GA,Cobb County,GA,46,1418,1418000,1718,2017,2018,inflow,Cobb County-Barrow County-GA-1718,"Barrow County, GA"
203370,Polk County,GA,Cobb County,GA,55,1563,1563000,1718,2017,2018,inflow,Cobb County-Polk County-GA-1718,"Polk County, GA"
203371,Hudson County,NJ,Cobb County,GA,57,2656,2656000,1718,2017,2018,inflow,Cobb County-Hudson County-NJ-1718,"Hudson County, NJ"
203372,Erie County,NY,Cobb County,GA,46,1866,1866000,1718,2017,2018,inflow,Cobb County-Erie County-NY-1718,"Erie County, NY"
203373,Monroe County,NY,Cobb County,GA,56,1205,1205000,1718,2017,2018,inflow,Cobb County-Monroe County-NY-1718,"Monroe County, NY"
203374,Denton County,TX,Cobb County,GA,56,2423,2423000,1718,2017,2018,inflow,Cobb County-Denton County-TX-1718,"Denton County, TX"
203375,Virginia Beach city,VA,Cobb County,GA,65,2398,2398000,1718,2017,2018,inflow,Cobb County-Virginia Beach city-VA-1718,"Virginia Beach city, VA"
203376,San Bernardino County,CA,Cobb County,GA,55,1481,1481000,1718,2017,2018,inflow,Cobb County-San Bernardino County-CA-1718,"San Bernardino County, CA"
203377,Glynn County,GA,Cobb County,GA,51,1159,1159000,1718,2017,2018,inflow,Cobb County-Glynn County-GA-1718,"Glynn County, GA"
203378,Jefferson Parish,LA,Cobb County,GA,59,1294,1294000,1718,2017,2018,inflow,Cobb County-Jefferson Parish-LA-1718,"Jefferson Parish, LA"
203379,Suffolk County,MA,Cobb County,GA,43,1796,1796000,1718,2017,2018,inflow,Cobb County-Suffolk County-MA-1718,"Suffolk County, MA"
203380,Passaic County,NJ,Cobb County,GA,57,1953,1953000,1718,2017,2018,inflow,Cobb County-Passaic County-NJ-1718,"Passaic County, NJ"
203381,Westchester County,NY,Cobb County,GA,56,3465,3465000,1718,2017,2018,inflow,Cobb County-Westchester County-NY-1718,"Westchester County, NY"
203382,Aiken County,SC,Cobb County,GA,48,1604,1604000,1718,2017,2018,inflow,Cobb County-Aiken County-SC-1718,"Aiken County, SC"
203383,Beaufort County,SC,Cobb County,GA,43,1641,1641000,1718,2017,2018,inflow,Cobb County-Beaufort County-SC-1718,"Beaufort County, SC"
203384,Rutherford County,TN,Cobb County,GA,59,1608,1608000,1718,2017,2018,inflow,Cobb County-Rutherford County-TN-1718,"Rutherford County, TN"
203385,Fort Bend County,TX,Cobb County,GA,68,3299,3299000,1718,2017,2018,inflow,Cobb County-Fort Bend County-TX-1718,"Fort Bend County, TX"
203386,Henrico County,VA,Cobb County,GA,65,2479,2479000,1718,2017,2018,inflow,Cobb County-Henrico County-VA-1718,"Henrico County, VA"
203387,Denver County,CO,Cobb County,GA,32,1227,1227000,1718,2017,2018,inflow,Cobb County-Denver County-CO-1718,"Denver County, CO"
203388,El Paso County,CO,Cobb County,GA,62,1547,1547000,1718,2017,2018,inflow,Cobb County-El Paso County-CO-1718,"El Paso County, CO"
203389,Manatee County,FL,Cobb County,GA,50,959,959000,1718,2017,2018,inflow,Cobb County-Manatee County-FL-1718,"Manatee County, FL"
203390,Union County,NJ,Cobb County,GA,60,1500,1500000,1718,2017,2018,inflow,Cobb County-Union County-NJ-1718,"Union County, NJ"
203391,Forsyth County,NC,Cobb County,GA,59,1824,1824000,1718,2017,2018,inflow,Cobb County-Forsyth County-NC-1718,"Forsyth County, NC"
203392,Lexington County,SC,Cobb County,GA,53,1787,1787000,1718,2017,2018,inflow,Cobb County-Lexington County-SC-1718,"Lexington County, SC"
203393,Osceola County,FL,Cobb County,GA,48,1394,1394000,1718,2017,2018,inflow,Cobb County-Osceola County-FL-1718,"Osceola County, FL"
203394,Gilmer County,GA,Cobb County,GA,48,2512,2512000,1718,2017,2018,inflow,Cobb County-Gilmer County-GA-1718,"Gilmer County, GA"
203395,Buncombe County,NC,Cobb County,GA,45,1514,1514000,1718,2017,2018,inflow,Cobb County-Buncombe County-NC-1718,"Buncombe County, NC"
203397,Pima County,AZ,Cobb County,GA,32,1415,1415000,1718,2017,2018,inflow,Cobb County-Pima County-AZ-1718,"Pima County, AZ"
203398,Lake County,FL,Cobb County,GA,50,1522,1522000,1718,2017,2018,inflow,Cobb County-Lake County-FL-1718,"Lake County, FL"
203399,St. Lucie County,FL,Cobb County,GA,42,811,811000,1718,2017,2018,inflow,Cobb County-St. Lucie County-FL-1718,"St. Lucie County, FL"
203400,Lake County,IL,Cobb County,GA,60,3223,3223000,1718,2017,2018,inflow,Cobb County-Lake County-IL-1718,"Lake County, IL"
203401,Calhoun County,AL,Cobb County,GA,38,1251,1251000,1718,2017,2018,inflow,Cobb County-Calhoun County-AL-1718,"Calhoun County, AL"
203402,New Castle County,DE,Cobb County,GA,44,1241,1241000,1718,2017,2018,inflow,Cobb County-New Castle County-DE-1718,"New Castle County, DE"
203403,Pasco County,FL,Cobb County,GA,53,1739,1739000,1718,2017,2018,inflow,Cobb County-Pasco County-FL-1718,"Pasco County, FL"
203404,St. Johns County,FL,Cobb County,GA,49,2730,2730000,1718,2017,2018,inflow,Cobb County-St. Johns County-FL-1718,"St. Johns County, FL"
203405,Durham County,NC,Cobb County,GA,43,1670,1670000,1718,2017,2018,inflow,Cobb County-Durham County-NC-1718,"Durham County, NC"
203406,Berkeley County,SC,Cobb County,GA,38,1022,1022000,1718,2017,2018,inflow,Cobb County-Berkeley County-SC-1718,"Berkeley County, SC"
203407,Liberty County,GA,Cobb County,GA,50,626,626000,1718,2017,2018,inflow,Cobb County-Liberty County-GA-1718,"Liberty County, GA"
203408,Troup County,GA,Cobb County,GA,40,1040,1040000,1718,2017,2018,inflow,Cobb County-Troup County-GA-1718,"Troup County, GA"
203409,Anne Arundel County,MD,Cobb County,GA,52,2340,2340000,1718,2017,2018,inflow,Cobb County-Anne Arundel County-MD-1718,"Anne Arundel County, MD"
203410,Horry County,SC,Cobb County,GA,36,507,507000,1718,2017,2018,inflow,Cobb County-Horry County-SC-1718,"Horry County, SC"
203411,Okaloosa County,FL,Cobb County,GA,45,1225,1225000,1718,2017,2018,inflow,Cobb County-Okaloosa County-FL-1718,"Okaloosa County, FL"
203412,Johnson County,KS,Cobb County,GA,64,2460,2460000,1718,2017,2018,inflow,Cobb County-Johnson County-KS-1718,"Johnson County, KS"
203413,Essex County,MA,Cobb County,GA,42,2011,2011000,1718,2017,2018,inflow,Cobb County-Essex County-MA-1718,"Essex County, MA"
203414,Providence County,RI,Cobb County,GA,36,968,968000,1718,2017,2018,inflow,Cobb County-Providence County-RI-1718,"Providence County, RI"
203415,Salt Lake County,UT,Cobb County,GA,47,1313,1313000,1718,2017,2018,inflow,Cobb County-Salt Lake County-UT-1718,"Salt Lake County, UT"
203416,Montgomery County,PA,Cobb County,GA,38,2043,2043000,1718,2017,2018,inflow,Cobb County-Montgomery County-PA-1718,"Montgomery County, PA"
203417,Chesterfield County,VA,Cobb County,GA,52,1893,1893000,1718,2017,2018,inflow,Cobb County-Chesterfield County-VA-1718,"Chesterfield County, VA"
203418,Sacramento County,CA,Cobb County,GA,48,1066,1066000,1718,2017,2018,inflow,Cobb County-Sacramento County-CA-1718,"Sacramento County, CA"
203419,Collier County,FL,Cobb County,GA,42,1396,1396000,1718,2017,2018,inflow,Cobb County-Collier County-FL-1718,"Collier County, FL"
203420,Norfolk County,MA,Cobb County,GA,37,1764,1764000,1718,2017,2018,inflow,Cobb County-Norfolk County-MA-1718,"Norfolk County, MA"
203421,Jackson County,MO,Cobb County,GA,35,980,980000,1718,2017,2018,inflow,Cobb County-Jackson County-MO-1718,"Jackson County, MO"
203422,Morris County,NJ,Cobb County,GA,38,2619,2619000,1718,2017,2018,inflow,Cobb County-Morris County-NJ-1718,"Morris County, NJ"
203423,Onslow County,NC,Cobb County,GA,45,1048,1048000,1718,2017,2018,inflow,Cobb County-Onslow County-NC-1718,"Onslow County, NC"
203424,Arlington County,VA,Cobb County,GA,30,2327,2327000,1718,2017,2018,inflow,Cobb County-Arlington County-VA-1718,"Arlington County, VA"
203425,Hampton city,VA,Cobb County,GA,33,631,631000,1718,2017,2018,inflow,Cobb County-Hampton city-VA-1718,"Hampton city, VA"
203426,San Francisco County,CA,Cobb County,GA,25,2041,2041000,1718,2017,2018,inflow,Cobb County-San Francisco County-CA-1718,"San Francisco County, CA"
203427,Haralson County,GA,Cobb County,GA,26,714,714000,1718,2017,2018,inflow,Cobb County-Haralson County-GA-1718,"Haralson County, GA"
203428,Oconee County,GA,Cobb County,GA,43,1392,1392000,1718,2017,2018,inflow,Cobb County-Oconee County-GA-1718,"Oconee County, GA"
