,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
203429,Lake County,IN,Cobb County,GA,40,798,798000,1718,2017,2018,inflow,Cobb County-Lake County-IN-1718,"Lake County, IN"
203430,Fayette County,KY,Cobb County,GA,42,1306,1306000,1718,2017,2018,inflow,Cobb County-Fayette County-KY-1718,"Fayette County, KY"
203431,Burlington County,NJ,Cobb County,GA,34,915,915000,1718,2017,2018,inflow,Cobb County-Burlington County-NJ-1718,"Burlington County, NJ"
203432,Orange County,NY,Cobb County,GA,34,838,838000,1718,2017,2018,inflow,Cobb County-Orange County-NY-1718,"Orange County, NY"
203433,Oklahoma County,OK,Cobb County,GA,49,1516,1516000,1718,2017,2018,inflow,Cobb County-Oklahoma County-OK-1718,"Oklahoma County, OK"
203664,DeKalb County Total Migration-US and Foreign,GA,DeKalb County,GA,56122,1788389,1788389000,1718,2017,2018,inflow,DeKalb County total migration-1718,"DeKalb County Total Migration-US and Foreign, GA"
203670,Fulton County,GA,DeKalb County,GA,14113,591527,591527000,1718,2017,2018,inflow,DeKalb County-Fulton County-GA-1718,"Fulton County, GA"
203671,Gwinnett County,GA,DeKalb County,GA,8214,196222,196222000,1718,2017,2018,inflow,DeKalb County-Gwinnett County-GA-1718,"Gwinnett County, GA"
203672,Cobb County,GA,DeKalb County,GA,2942,115242,115242000,1718,2017,2018,inflow,DeKalb County-Cobb County-GA-1718,"Cobb County, GA"
203673,Clayton County,GA,DeKalb County,GA,2726,36925,36925000,1718,2017,2018,inflow,DeKalb County-Clayton County-GA-1718,"Clayton County, GA"
203674,Rockdale County,GA,DeKalb County,GA,1222,21355,21355000,1718,2017,2018,inflow,DeKalb County-Rockdale County-GA-1718,"Rockdale County, GA"
203675,Henry County,GA,DeKalb County,GA,982,23640,23640000,1718,2017,2018,inflow,DeKalb County-Henry County-GA-1718,"Henry County, GA"
203676,Newton County,GA,DeKalb County,GA,811,12874,12874000,1718,2017,2018,inflow,DeKalb County-Newton County-GA-1718,"Newton County, GA"
203677,Los Angeles County,CA,DeKalb County,GA,435,17397,17397000,1718,2017,2018,inflow,DeKalb County-Los Angeles County-CA-1718,"Los Angeles County, CA"
203678,Cook County,IL,DeKalb County,GA,420,17782,17782000,1718,2017,2018,inflow,DeKalb County-Cook County-IL-1718,"Cook County, IL"
203679,Miami-Dade County,FL,DeKalb County,GA,448,9859,9859000,1718,2017,2018,inflow,DeKalb County-Miami-Dade County-FL-1718,"Miami-Dade County, FL"
203680,Douglas County,GA,DeKalb County,GA,402,8331,8331000,1718,2017,2018,inflow,DeKalb County-Douglas County-GA-1718,"Douglas County, GA"
203681,Forsyth County,GA,DeKalb County,GA,376,12526,12526000,1718,2017,2018,inflow,DeKalb County-Forsyth County-GA-1718,"Forsyth County, GA"
203682,Broward County,FL,DeKalb County,GA,362,9844,9844000,1718,2017,2018,inflow,DeKalb County-Broward County-FL-1718,"Broward County, FL"
203683,Kings County,NY,DeKalb County,GA,380,12351,12351000,1718,2017,2018,inflow,DeKalb County-Kings County-NY-1718,"Kings County, NY"
203684,Clarke County,GA,DeKalb County,GA,271,8612,8612000,1718,2017,2018,inflow,DeKalb County-Clarke County-GA-1718,"Clarke County, GA"
203685,Cherokee County,GA,DeKalb County,GA,317,10897,10897000,1718,2017,2018,inflow,DeKalb County-Cherokee County-GA-1718,"Cherokee County, GA"
203686,Mecklenburg County,NC,DeKalb County,GA,280,9390,9390000,1718,2017,2018,inflow,DeKalb County-Mecklenburg County-NC-1718,"Mecklenburg County, NC"
203687,Harris County,TX,DeKalb County,GA,275,8187,8187000,1718,2017,2018,inflow,DeKalb County-Harris County-TX-1718,"Harris County, TX"
203688,Davidson County,TN,DeKalb County,GA,232,9227,9227000,1718,2017,2018,inflow,DeKalb County-Davidson County-TN-1718,"Davidson County, TN"
203689,Chatham County,GA,DeKalb County,GA,253,6475,6475000,1718,2017,2018,inflow,DeKalb County-Chatham County-GA-1718,"Chatham County, GA"
203690,Fayette County,GA,DeKalb County,GA,231,9673,9673000,1718,2017,2018,inflow,DeKalb County-Fayette County-GA-1718,"Fayette County, GA"
203691,Hillsborough County,FL,DeKalb County,GA,229,7267,7267000,1718,2017,2018,inflow,DeKalb County-Hillsborough County-FL-1718,"Hillsborough County, FL"
203692,Duval County,FL,DeKalb County,GA,242,4755,4755000,1718,2017,2018,inflow,DeKalb County-Duval County-FL-1718,"Duval County, FL"
203693,Dallas County,TX,DeKalb County,GA,243,11244,11244000,1718,2017,2018,inflow,DeKalb County-Dallas County-TX-1718,"Dallas County, TX"
203694,Orange County,FL,DeKalb County,GA,249,6817,6817000,1718,2017,2018,inflow,DeKalb County-Orange County-FL-1718,"Orange County, FL"
203695,Hall County,GA,DeKalb County,GA,234,6462,6462000,1718,2017,2018,inflow,DeKalb County-Hall County-GA-1718,"Hall County, GA"
203696,New York County,NY,DeKalb County,GA,205,11648,11648000,1718,2017,2018,inflow,DeKalb County-New York County-NY-1718,"New York County, NY"
203697,Queens County,NY,DeKalb County,GA,253,5887,5887000,1718,2017,2018,inflow,DeKalb County-Queens County-NY-1718,"Queens County, NY"
203698,Jefferson County,AL,DeKalb County,GA,212,7802,7802000,1718,2017,2018,inflow,DeKalb County-Jefferson County-AL-1718,"Jefferson County, AL"
203699,Shelby County,TN,DeKalb County,GA,201,4712,4712000,1718,2017,2018,inflow,DeKalb County-Shelby County-TN-1718,"Shelby County, TN"
203700,Walton County,GA,DeKalb County,GA,189,4877,4877000,1718,2017,2018,inflow,DeKalb County-Walton County-GA-1718,"Walton County, GA"
203701,Palm Beach County,FL,DeKalb County,GA,206,6055,6055000,1718,2017,2018,inflow,DeKalb County-Palm Beach County-FL-1718,"Palm Beach County, FL"
203702,Bibb County,GA,DeKalb County,GA,181,4798,4798000,1718,2017,2018,inflow,DeKalb County-Bibb County-GA-1718,"Bibb County, GA"
203703,Richmond County,GA,DeKalb County,GA,192,4555,4555000,1718,2017,2018,inflow,DeKalb County-Richmond County-GA-1718,"Richmond County, GA"
203704,Travis County,TX,DeKalb County,GA,166,6271,6271000,1718,2017,2018,inflow,DeKalb County-Travis County-TX-1718,"Travis County, TX"
203705,Franklin County,OH,DeKalb County,GA,183,7820,7820000,1718,2017,2018,inflow,DeKalb County-Franklin County-OH-1718,"Franklin County, OH"
203706,District of Columbia,DC,DeKalb County,GA,135,7969,7969000,1718,2017,2018,inflow,DeKalb County-District of Columbia-DC-1718,"District of Columbia, DC"
203707,Muscogee County,GA,DeKalb County,GA,155,3289,3289000,1718,2017,2018,inflow,DeKalb County-Muscogee County-GA-1718,"Muscogee County, GA"
203708,Maricopa County,AZ,DeKalb County,GA,155,6273,6273000,1718,2017,2018,inflow,DeKalb County-Maricopa County-AZ-1718,"Maricopa County, AZ"
203709,Bronx County,NY,DeKalb County,GA,176,3471,3471000,1718,2017,2018,inflow,DeKalb County-Bronx County-NY-1718,"Bronx County, NY"
203710,Coweta County,GA,DeKalb County,GA,142,4108,4108000,1718,2017,2018,inflow,DeKalb County-Coweta County-GA-1718,"Coweta County, GA"
203711,Paulding County,GA,DeKalb County,GA,159,3810,3810000,1718,2017,2018,inflow,DeKalb County-Paulding County-GA-1718,"Paulding County, GA"
203712,San Diego County,CA,DeKalb County,GA,151,5921,5921000,1718,2017,2018,inflow,DeKalb County-San Diego County-CA-1718,"San Diego County, CA"
203713,King County,WA,DeKalb County,GA,150,10120,10120000,1718,2017,2018,inflow,DeKalb County-King County-WA-1718,"King County, WA"
203714,Wake County,NC,DeKalb County,GA,137,4001,4001000,1718,2017,2018,inflow,DeKalb County-Wake County-NC-1718,"Wake County, NC"
203715,Orleans Parish,LA,DeKalb County,GA,135,2738,2738000,1718,2017,2018,inflow,DeKalb County-Orleans Parish-LA-1718,"Orleans Parish, LA"
203716,Greenville County,SC,DeKalb County,GA,122,4667,4667000,1718,2017,2018,inflow,DeKalb County-Greenville County-SC-1718,"Greenville County, SC"
203717,Carroll County,GA,DeKalb County,GA,100,2714,2714000,1718,2017,2018,inflow,DeKalb County-Carroll County-GA-1718,"Carroll County, GA"
203718,Leon County,FL,DeKalb County,GA,123,3577,3577000,1718,2017,2018,inflow,DeKalb County-Leon County-FL-1718,"Leon County, FL"
203719,Wayne County,MI,DeKalb County,GA,142,2068,2068000,1718,2017,2018,inflow,DeKalb County-Wayne County-MI-1718,"Wayne County, MI"
203720,Philadelphia County,PA,DeKalb County,GA,138,4624,4624000,1718,2017,2018,inflow,DeKalb County-Philadelphia County-PA-1718,"Philadelphia County, PA"
203721,Clark County,NV,DeKalb County,GA,148,2827,2827000,1718,2017,2018,inflow,DeKalb County-Clark County-NV-1718,"Clark County, NV"
203722,Charleston County,SC,DeKalb County,GA,114,4073,4073000,1718,2017,2018,inflow,DeKalb County-Charleston County-SC-1718,"Charleston County, SC"
203723,Dougherty County,GA,DeKalb County,GA,117,1753,1753000,1718,2017,2018,inflow,DeKalb County-Dougherty County-GA-1718,"Dougherty County, GA"
203724,Prince George's County,MD,DeKalb County,GA,99,3591,3591000,1718,2017,2018,inflow,DeKalb County-Prince George's County-MD-1718,"Prince George's County, MD"
203725,Fairfax County,VA,DeKalb County,GA,124,7063,7063000,1718,2017,2018,inflow,DeKalb County-Fairfax County-VA-1718,"Fairfax County, VA"
203726,Richland County,SC,DeKalb County,GA,116,2813,2813000,1718,2017,2018,inflow,DeKalb County-Richland County-SC-1718,"Richland County, SC"
203727,Essex County,NJ,DeKalb County,GA,141,2514,2514000,1718,2017,2018,inflow,DeKalb County-Essex County-NJ-1718,"Essex County, NJ"
203728,Tarrant County,TX,DeKalb County,GA,107,2762,2762000,1718,2017,2018,inflow,DeKalb County-Tarrant County-TX-1718,"Tarrant County, TX"
203729,Pinellas County,FL,DeKalb County,GA,119,4333,4333000,1718,2017,2018,inflow,DeKalb County-Pinellas County-FL-1718,"Pinellas County, FL"
203730,Alachua County,FL,DeKalb County,GA,106,2609,2609000,1718,2017,2018,inflow,DeKalb County-Alachua County-FL-1718,"Alachua County, FL"
203731,Mobile County,AL,DeKalb County,GA,119,2012,2012000,1718,2017,2018,inflow,DeKalb County-Mobile County-AL-1718,"Mobile County, AL"
203732,Suffolk County,MA,DeKalb County,GA,94,4527,4527000,1718,2017,2018,inflow,DeKalb County-Suffolk County-MA-1718,"Suffolk County, MA"
203733,St. Louis County,MO,DeKalb County,GA,104,3555,3555000,1718,2017,2018,inflow,DeKalb County-St. Louis County-MO-1718,"St. Louis County, MO"
203734,Allegheny County,PA,DeKalb County,GA,114,3459,3459000,1718,2017,2018,inflow,DeKalb County-Allegheny County-PA-1718,"Allegheny County, PA"
203735,Montgomery County,AL,DeKalb County,GA,92,3097,3097000,1718,2017,2018,inflow,DeKalb County-Montgomery County-AL-1718,"Montgomery County, AL"
203736,Hamilton County,OH,DeKalb County,GA,123,2785,2785000,1718,2017,2018,inflow,DeKalb County-Hamilton County-OH-1718,"Hamilton County, OH"
203737,Barrow County,GA,DeKalb County,GA,97,2313,2313000,1718,2017,2018,inflow,DeKalb County-Barrow County-GA-1718,"Barrow County, GA"
203738,Jefferson County,KY,DeKalb County,GA,106,2525,2525000,1718,2017,2018,inflow,DeKalb County-Jefferson County-KY-1718,"Jefferson County, KY"
203739,Montgomery County,MD,DeKalb County,GA,97,4212,4212000,1718,2017,2018,inflow,DeKalb County-Montgomery County-MD-1718,"Montgomery County, MD"
203740,Baltimore city,MD,DeKalb County,GA,89,2339,2339000,1718,2017,2018,inflow,DeKalb County-Baltimore city-MD-1718,"Baltimore city, MD"
203741,Alameda County,CA,DeKalb County,GA,95,5776,5776000,1718,2017,2018,inflow,DeKalb County-Alameda County-CA-1718,"Alameda County, CA"
203742,Houston County,GA,DeKalb County,GA,89,2286,2286000,1718,2017,2018,inflow,DeKalb County-Houston County-GA-1718,"Houston County, GA"
203743,Hamilton County,TN,DeKalb County,GA,83,2895,2895000,1718,2017,2018,inflow,DeKalb County-Hamilton County-TN-1718,"Hamilton County, TN"
203744,Fairfield County,CT,DeKalb County,GA,89,4132,4132000,1718,2017,2018,inflow,DeKalb County-Fairfield County-CT-1718,"Fairfield County, CT"
203745,Spalding County,GA,DeKalb County,GA,98,1573,1573000,1718,2017,2018,inflow,DeKalb County-Spalding County-GA-1718,"Spalding County, GA"
203746,Lowndes County,GA,DeKalb County,GA,86,1918,1918000,1718,2017,2018,inflow,DeKalb County-Lowndes County-GA-1718,"Lowndes County, GA"
203747,Marion County,IN,DeKalb County,GA,88,1754,1754000,1718,2017,2018,inflow,DeKalb County-Marion County-IN-1718,"Marion County, IN"
203748,Nassau County,NY,DeKalb County,GA,90,2796,2796000,1718,2017,2018,inflow,DeKalb County-Nassau County-NY-1718,"Nassau County, NY"
203749,Middlesex County,MA,DeKalb County,GA,71,4130,4130000,1718,2017,2018,inflow,DeKalb County-Middlesex County-MA-1718,"Middlesex County, MA"
203750,Suffolk County,NY,DeKalb County,GA,78,2375,2375000,1718,2017,2018,inflow,DeKalb County-Suffolk County-NY-1718,"Suffolk County, NY"
203751,Westchester County,NY,DeKalb County,GA,95,3824,3824000,1718,2017,2018,inflow,DeKalb County-Westchester County-NY-1718,"Westchester County, NY"
203752,Hartford County,CT,DeKalb County,GA,111,4110,4110000,1718,2017,2018,inflow,DeKalb County-Hartford County-CT-1718,"Hartford County, CT"
203753,Bulloch County,GA,DeKalb County,GA,78,1521,1521000,1718,2017,2018,inflow,DeKalb County-Bulloch County-GA-1718,"Bulloch County, GA"
203754,Guilford County,NC,DeKalb County,GA,77,1750,1750000,1718,2017,2018,inflow,DeKalb County-Guilford County-NC-1718,"Guilford County, NC"
203755,Santa Clara County,CA,DeKalb County,GA,97,5772,5772000,1718,2017,2018,inflow,DeKalb County-Santa Clara County-CA-1718,"Santa Clara County, CA"
203756,Middlesex County,NJ,DeKalb County,GA,82,2568,2568000,1718,2017,2018,inflow,DeKalb County-Middlesex County-NJ-1718,"Middlesex County, NJ"
203757,Cuyahoga County,OH,DeKalb County,GA,82,2981,2981000,1718,2017,2018,inflow,DeKalb County-Cuyahoga County-OH-1718,"Cuyahoga County, OH"
203758,Seminole County,FL,DeKalb County,GA,66,2282,2282000,1718,2017,2018,inflow,DeKalb County-Seminole County-FL-1718,"Seminole County, FL"
203759,San Francisco County,CA,DeKalb County,GA,64,6287,6287000,1718,2017,2018,inflow,DeKalb County-San Francisco County-CA-1718,"San Francisco County, CA"
203760,Columbia County,GA,DeKalb County,GA,75,2916,2916000,1718,2017,2018,inflow,DeKalb County-Columbia County-GA-1718,"Columbia County, GA"
203761,Denver County,CO,DeKalb County,GA,72,3219,3219000,1718,2017,2018,inflow,DeKalb County-Denver County-CO-1718,"Denver County, CO"
203762,Knox County,TN,DeKalb County,GA,70,2520,2520000,1718,2017,2018,inflow,DeKalb County-Knox County-TN-1718,"Knox County, TN"
203763,Hudson County,NJ,DeKalb County,GA,71,3313,3313000,1718,2017,2018,inflow,DeKalb County-Hudson County-NJ-1718,"Hudson County, NJ"
203764,Durham County,NC,DeKalb County,GA,69,4107,4107000,1718,2017,2018,inflow,DeKalb County-Durham County-NC-1718,"Durham County, NC"
203765,Lee County,AL,DeKalb County,GA,63,1859,1859000,1718,2017,2018,inflow,DeKalb County-Lee County-AL-1718,"Lee County, AL"
203766,Escambia County,FL,DeKalb County,GA,77,3262,3262000,1718,2017,2018,inflow,DeKalb County-Escambia County-FL-1718,"Escambia County, FL"
203767,Volusia County,FL,DeKalb County,GA,66,1413,1413000,1718,2017,2018,inflow,DeKalb County-Volusia County-FL-1718,"Volusia County, FL"
203768,Glynn County,GA,DeKalb County,GA,65,1608,1608000,1718,2017,2018,inflow,DeKalb County-Glynn County-GA-1718,"Glynn County, GA"
203769,Milwaukee County,WI,DeKalb County,GA,94,1264,1264000,1718,2017,2018,inflow,DeKalb County-Milwaukee County-WI-1718,"Milwaukee County, WI"
203770,Oakland County,MI,DeKalb County,GA,72,2294,2294000,1718,2017,2018,inflow,DeKalb County-Oakland County-MI-1718,"Oakland County, MI"
203771,Hennepin County,MN,DeKalb County,GA,62,2300,2300000,1718,2017,2018,inflow,DeKalb County-Hennepin County-MN-1718,"Hennepin County, MN"
203772,East Baton Rouge Parish,LA,DeKalb County,GA,71,1282,1282000,1718,2017,2018,inflow,DeKalb County-East Baton Rouge Parish-LA-1718,"East Baton Rouge Parish, LA"
203773,Bartow County,GA,DeKalb County,GA,74,1646,1646000,1718,2017,2018,inflow,DeKalb County-Bartow County-GA-1718,"Bartow County, GA"
203774,Erie County,NY,DeKalb County,GA,83,2554,2554000,1718,2017,2018,inflow,DeKalb County-Erie County-NY-1718,"Erie County, NY"
203775,New Haven County,CT,DeKalb County,GA,55,2116,2116000,1718,2017,2018,inflow,DeKalb County-New Haven County-CT-1718,"New Haven County, CT"
203776,Bexar County,TX,DeKalb County,GA,77,2283,2283000,1718,2017,2018,inflow,DeKalb County-Bexar County-TX-1718,"Bexar County, TX"
203777,Brevard County,FL,DeKalb County,GA,71,1595,1595000,1718,2017,2018,inflow,DeKalb County-Brevard County-FL-1718,"Brevard County, FL"
203778,Henrico County,VA,DeKalb County,GA,81,3098,3098000,1718,2017,2018,inflow,DeKalb County-Henrico County-VA-1718,"Henrico County, VA"
203779,Norfolk city,VA,DeKalb County,GA,69,1295,1295000,1718,2017,2018,inflow,DeKalb County-Norfolk city-VA-1718,"Norfolk city, VA"
203781,Orange County,CA,DeKalb County,GA,69,3769,3769000,1718,2017,2018,inflow,DeKalb County-Orange County-CA-1718,"Orange County, CA"
203782,Jefferson Parish,LA,DeKalb County,GA,61,1523,1523000,1718,2017,2018,inflow,DeKalb County-Jefferson Parish-LA-1718,"Jefferson Parish, LA"
203783,Forsyth County,NC,DeKalb County,GA,52,1483,1483000,1718,2017,2018,inflow,DeKalb County-Forsyth County-NC-1718,"Forsyth County, NC"
203784,Beaufort County,SC,DeKalb County,GA,51,3307,3307000,1718,2017,2018,inflow,DeKalb County-Beaufort County-SC-1718,"Beaufort County, SC"
203785,Madison County,AL,DeKalb County,GA,41,1118,1118000,1718,2017,2018,inflow,DeKalb County-Madison County-AL-1718,"Madison County, AL"
203786,Contra Costa County,CA,DeKalb County,GA,59,3001,3001000,1718,2017,2018,inflow,DeKalb County-Contra Costa County-CA-1718,"Contra Costa County, CA"
203787,Lee County,FL,DeKalb County,GA,63,3419,3419000,1718,2017,2018,inflow,DeKalb County-Lee County-FL-1718,"Lee County, FL"
203788,Bergen County,NJ,DeKalb County,GA,56,2544,2544000,1718,2017,2018,inflow,DeKalb County-Bergen County-NJ-1718,"Bergen County, NJ"
203789,Buncombe County,NC,DeKalb County,GA,37,1927,1927000,1718,2017,2018,inflow,DeKalb County-Buncombe County-NC-1718,"Buncombe County, NC"
203790,Pulaski County,AR,DeKalb County,GA,52,1124,1124000,1718,2017,2018,inflow,DeKalb County-Pulaski County-AR-1718,"Pulaski County, AR"
203791,Arapahoe County,CO,DeKalb County,GA,46,2027,2027000,1718,2017,2018,inflow,DeKalb County-Arapahoe County-CO-1718,"Arapahoe County, CO"
203792,Hinds County,MS,DeKalb County,GA,61,999,999000,1718,2017,2018,inflow,DeKalb County-Hinds County-MS-1718,"Hinds County, MS"
203793,Monroe County,NY,DeKalb County,GA,56,870,870000,1718,2017,2018,inflow,DeKalb County-Monroe County-NY-1718,"Monroe County, NY"
203794,Collin County,TX,DeKalb County,GA,60,1882,1882000,1718,2017,2018,inflow,DeKalb County-Collin County-TX-1718,"Collin County, TX"
203795,New Castle County,DE,DeKalb County,GA,50,1281,1281000,1718,2017,2018,inflow,DeKalb County-New Castle County-DE-1718,"New Castle County, DE"
203796,DuPage County,IL,DeKalb County,GA,48,2632,2632000,1718,2017,2018,inflow,DeKalb County-DuPage County-IL-1718,"DuPage County, IL"
203797,Anne Arundel County,MD,DeKalb County,GA,39,1481,1481000,1718,2017,2018,inflow,DeKalb County-Anne Arundel County-MD-1718,"Anne Arundel County, MD"
203798,Honolulu County,HI,DeKalb County,GA,51,2221,2221000,1718,2017,2018,inflow,DeKalb County-Honolulu County-HI-1718,"Honolulu County, HI"
203799,Baltimore County,MD,DeKalb County,GA,63,1170,1170000,1718,2017,2018,inflow,DeKalb County-Baltimore County-MD-1718,"Baltimore County, MD"
203800,Shelby County,AL,DeKalb County,GA,47,2180,2180000,1718,2017,2018,inflow,DeKalb County-Shelby County-AL-1718,"Shelby County, AL"
203801,Riverside County,CA,DeKalb County,GA,58,1448,1448000,1718,2017,2018,inflow,DeKalb County-Riverside County-CA-1718,"Riverside County, CA"
