,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
291190,Fulton County,GA,Alexandria city,VA,69,3722,3722000,1819,2018,2019,outflow,Fulton County-Alexandria city-VA-1819,"Alexandria city, VA"
291191,Fulton County,GA,Jackson County,GA,76,3408,3408000,1819,2018,2019,outflow,Fulton County-Jackson County-GA-1819,"Jackson County, GA"
291192,Fulton County,GA,Marion County,IN,69,2332,2332000,1819,2018,2019,outflow,Fulton County-Marion County-IN-1819,"Marion County, IN"
291193,Fulton County,GA,Guilford County,NC,65,3358,3358000,1819,2018,2019,outflow,Fulton County-Guilford County-NC-1819,"Guilford County, NC"
291194,Fulton County,GA,Contra Costa County,CA,68,3632,3632000,1819,2018,2019,outflow,Fulton County-Contra Costa County-CA-1819,"Contra Costa County, CA"
291195,Fulton County,GA,Sacramento County,CA,67,2797,2797000,1819,2018,2019,outflow,Fulton County-Sacramento County-CA-1819,"Sacramento County, CA"
291196,Fulton County,GA,Columbia County,GA,63,2346,2346000,1819,2018,2019,outflow,Fulton County-Columbia County-GA-1819,"Columbia County, GA"
291197,Fulton County,GA,Greene County,GA,84,10937,10937000,1819,2018,2019,outflow,Fulton County-Greene County-GA-1819,"Greene County, GA"
291198,Fulton County,GA,DuPage County,IL,68,4980,4980000,1819,2018,2019,outflow,Fulton County-DuPage County-IL-1819,"DuPage County, IL"
291199,Fulton County,GA,Essex County,NJ,70,2063,2063000,1819,2018,2019,outflow,Fulton County-Essex County-NJ-1819,"Essex County, NJ"
291200,Fulton County,GA,Salt Lake County,UT,73,6462,6462000,1819,2018,2019,outflow,Fulton County-Salt Lake County-UT-1819,"Salt Lake County, UT"
291201,Fulton County,GA,Lee County,AL,65,5114,5114000,1819,2018,2019,outflow,Fulton County-Lee County-AL-1819,"Lee County, AL"
291203,Fulton County,GA,Hartford County,CT,76,3208,3208000,1819,2018,2019,outflow,Fulton County-Hartford County-CT-1819,"Hartford County, CT"
291204,Fulton County,GA,Polk County,FL,71,2348,2348000,1819,2018,2019,outflow,Fulton County-Polk County-FL-1819,"Polk County, FL"
291205,Fulton County,GA,Baltimore County,MD,60,2819,2819000,1819,2018,2019,outflow,Fulton County-Baltimore County-MD-1819,"Baltimore County, MD"
291206,Fulton County,GA,Bronx County,NY,74,873,873000,1819,2018,2019,outflow,Fulton County-Bronx County-NY-1819,"Bronx County, NY"
291207,Fulton County,GA,Norfolk County,MA,73,4916,4916000,1819,2018,2019,outflow,Fulton County-Norfolk County-MA-1819,"Norfolk County, MA"
291208,Fulton County,GA,Shelby County,AL,57,3076,3076000,1819,2018,2019,outflow,Fulton County-Shelby County-AL-1819,"Shelby County, AL"
291209,Fulton County,GA,Jefferson County,CO,55,3948,3948000,1819,2018,2019,outflow,Fulton County-Jefferson County-CO-1819,"Jefferson County, CO"
291210,Fulton County,GA,Honolulu County,HI,57,3894,3894000,1819,2018,2019,outflow,Fulton County-Honolulu County-HI-1819,"Honolulu County, HI"
291211,Fulton County,GA,Milwaukee County,WI,63,3040,3040000,1819,2018,2019,outflow,Fulton County-Milwaukee County-WI-1819,"Milwaukee County, WI"
291212,Fulton County,GA,Riverside County,CA,49,2282,2282000,1819,2018,2019,outflow,Fulton County-Riverside County-CA-1819,"Riverside County, CA"
291213,Fulton County,GA,Jefferson Parish,LA,59,2393,2393000,1819,2018,2019,outflow,Fulton County-Jefferson Parish-LA-1819,"Jefferson Parish, LA"
291214,Fulton County,GA,Collier County,FL,77,21618,21618000,1819,2018,2019,outflow,Fulton County-Collier County-FL-1819,"Collier County, FL"
291215,Fulton County,GA,Johnson County,KS,55,4482,4482000,1819,2018,2019,outflow,Fulton County-Johnson County-KS-1819,"Johnson County, KS"
291216,Fulton County,GA,East Baton Rouge Parish,LA,62,2101,2101000,1819,2018,2019,outflow,Fulton County-East Baton Rouge Parish-LA-1819,"East Baton Rouge Parish, LA"
291217,Fulton County,GA,Oconee County,GA,56,3145,3145000,1819,2018,2019,outflow,Fulton County-Oconee County-GA-1819,"Oconee County, GA"
291218,Fulton County,GA,Montgomery County,PA,67,3590,3590000,1819,2018,2019,outflow,Fulton County-Montgomery County-PA-1819,"Montgomery County, PA"
291219,Fulton County,GA,New Castle County,DE,61,2074,2074000,1819,2018,2019,outflow,Fulton County-New Castle County-DE-1819,"New Castle County, DE"
291220,Fulton County,GA,Alachua County,FL,69,3059,3059000,1819,2018,2019,outflow,Fulton County-Alachua County-FL-1819,"Alachua County, FL"
291221,Fulton County,GA,Pasco County,FL,71,2457,2457000,1819,2018,2019,outflow,Fulton County-Pasco County-FL-1819,"Pasco County, FL"
291222,Fulton County,GA,Dougherty County,GA,60,1328,1328000,1819,2018,2019,outflow,Fulton County-Dougherty County-GA-1819,"Dougherty County, GA"
291223,Fulton County,GA,Virginia Beach city,VA,61,3401,3401000,1819,2018,2019,outflow,Fulton County-Virginia Beach city-VA-1819,"Virginia Beach city, VA"
291224,Fulton County,GA,Baldwin County,AL,55,2966,2966000,1819,2018,2019,outflow,Fulton County-Baldwin County-AL-1819,"Baldwin County, AL"
291225,Fulton County,GA,San Bernardino County,CA,60,1588,1588000,1819,2018,2019,outflow,Fulton County-San Bernardino County-CA-1819,"San Bernardino County, CA"
291226,Fulton County,GA,Osceola County,FL,51,2253,2253000,1819,2018,2019,outflow,Fulton County-Osceola County-FL-1819,"Osceola County, FL"
291227,Fulton County,GA,Bergen County,NJ,54,3125,3125000,1819,2018,2019,outflow,Fulton County-Bergen County-NJ-1819,"Bergen County, NJ"
291228,Fulton County,GA,Horry County,SC,49,1847,1847000,1819,2018,2019,outflow,Fulton County-Horry County-SC-1819,"Horry County, SC"
291229,Fulton County,GA,Rutherford County,TN,54,2618,2618000,1819,2018,2019,outflow,Fulton County-Rutherford County-TN-1819,"Rutherford County, TN"
291230,Fulton County,GA,Richmond city,VA,45,2299,2299000,1819,2018,2019,outflow,Fulton County-Richmond city-VA-1819,"Richmond city, VA"
291231,Fulton County,GA,Lumpkin County,GA,43,1975,1975000,1819,2018,2019,outflow,Fulton County-Lumpkin County-GA-1819,"Lumpkin County, GA"
291232,Fulton County,GA,Meriwether County,GA,53,1072,1072000,1819,2018,2019,outflow,Fulton County-Meriwether County-GA-1819,"Meriwether County, GA"
291233,Fulton County,GA,Nassau County,NY,56,2248,2248000,1819,2018,2019,outflow,Fulton County-Nassau County-NY-1819,"Nassau County, NY"
291234,Fulton County,GA,Benton County,AR,55,3903,3903000,1819,2018,2019,outflow,Fulton County-Benton County-AR-1819,"Benton County, AR"
291235,Fulton County,GA,Douglas County,CO,50,2565,2565000,1819,2018,2019,outflow,Fulton County-Douglas County-CO-1819,"Douglas County, CO"
291236,Fulton County,GA,El Paso County,CO,55,1344,1344000,1819,2018,2019,outflow,Fulton County-El Paso County-CO-1819,"El Paso County, CO"
291237,Fulton County,GA,Bay County,FL,49,2640,2640000,1819,2018,2019,outflow,Fulton County-Bay County-FL-1819,"Bay County, FL"
291238,Fulton County,GA,Okaloosa County,FL,55,3269,3269000,1819,2018,2019,outflow,Fulton County-Okaloosa County-FL-1819,"Okaloosa County, FL"
291239,Fulton County,GA,Cumberland County,NC,54,1093,1093000,1819,2018,2019,outflow,Fulton County-Cumberland County-NC-1819,"Cumberland County, NC"
291240,Fulton County,GA,Fort Bend County,TX,61,1660,1660000,1819,2018,2019,outflow,Fulton County-Fort Bend County-TX-1819,"Fort Bend County, TX"
291241,Fulton County,GA,Loudoun County,VA,61,3111,3111000,1819,2018,2019,outflow,Fulton County-Loudoun County-VA-1819,"Loudoun County, VA"
291242,Fulton County,GA,Bulloch County,GA,45,1351,1351000,1819,2018,2019,outflow,Fulton County-Bulloch County-GA-1819,"Bulloch County, GA"
291243,Fulton County,GA,Lowndes County,GA,38,1127,1127000,1819,2018,2019,outflow,Fulton County-Lowndes County-GA-1819,"Lowndes County, GA"
291244,Fulton County,GA,Bell County,TX,53,793,793000,1819,2018,2019,outflow,Fulton County-Bell County-TX-1819,"Bell County, TX"
291245,Fulton County,GA,Pulaski County,AR,38,1467,1467000,1819,2018,2019,outflow,Fulton County-Pulaski County-AR-1819,"Pulaski County, AR"
291246,Fulton County,GA,Lake County,FL,50,1846,1846000,1819,2018,2019,outflow,Fulton County-Lake County-FL-1819,"Lake County, FL"
291247,Fulton County,GA,Nassau County,FL,43,6406,6406000,1819,2018,2019,outflow,Fulton County-Nassau County-FL-1819,"Nassau County, FL"
291248,Fulton County,GA,Bernalillo County,NM,38,2479,2479000,1819,2018,2019,outflow,Fulton County-Bernalillo County-NM-1819,"Bernalillo County, NM"
291249,Fulton County,GA,Berkeley County,SC,54,2239,2239000,1819,2018,2019,outflow,Fulton County-Berkeley County-SC-1819,"Berkeley County, SC"
291250,Fulton County,GA,Tuscaloosa County,AL,43,1930,1930000,1819,2018,2019,outflow,Fulton County-Tuscaloosa County-AL-1819,"Tuscaloosa County, AL"
291251,Fulton County,GA,Pima County,AZ,44,2011,2011000,1819,2018,2019,outflow,Fulton County-Pima County-AZ-1819,"Pima County, AZ"
291252,Fulton County,GA,Anne Arundel County,MD,37,1784,1784000,1819,2018,2019,outflow,Fulton County-Anne Arundel County-MD-1819,"Anne Arundel County, MD"
291253,Fulton County,GA,Howard County,MD,51,2970,2970000,1819,2018,2019,outflow,Fulton County-Howard County-MD-1819,"Howard County, MD"
291254,Fulton County,GA,St. Louis city,MO,40,1825,1825000,1819,2018,2019,outflow,Fulton County-St. Louis city-MO-1819,"St. Louis city, MO"
291255,Fulton County,GA,Westchester County,NY,46,1928,1928000,1819,2018,2019,outflow,Fulton County-Westchester County-NY-1819,"Westchester County, NY"
291256,Fulton County,GA,Montgomery County,OH,51,1259,1259000,1819,2018,2019,outflow,Fulton County-Montgomery County-OH-1819,"Montgomery County, OH"
291257,Fulton County,GA,Washington County,OR,40,1559,1559000,1819,2018,2019,outflow,Fulton County-Washington County-OR-1819,"Washington County, OR"
291258,Fulton County,GA,Providence County,RI,46,1407,1407000,1819,2018,2019,outflow,Fulton County-Providence County-RI-1819,"Providence County, RI"
291259,Fulton County,GA,Boulder County,CO,42,3696,3696000,1819,2018,2019,outflow,Fulton County-Boulder County-CO-1819,"Boulder County, CO"
291260,Fulton County,GA,New Haven County,CT,49,1863,1863000,1819,2018,2019,outflow,Fulton County-New Haven County-CT-1819,"New Haven County, CT"
291261,Fulton County,GA,Suffolk County,NY,39,1240,1240000,1819,2018,2019,outflow,Fulton County-Suffolk County-NY-1819,"Suffolk County, NY"
291262,Fulton County,GA,Forsyth County,NC,33,1596,1596000,1819,2018,2019,outflow,Fulton County-Forsyth County-NC-1819,"Forsyth County, NC"
291263,Fulton County,GA,Williamson County,TX,49,2510,2510000,1819,2018,2019,outflow,Fulton County-Williamson County-TX-1819,"Williamson County, TX"
291264,Fulton County,GA,Fannin County,GA,38,3535,3535000,1819,2018,2019,outflow,Fulton County-Fannin County-GA-1819,"Fannin County, GA"
291265,Fulton County,GA,Washtenaw County,MI,33,2096,2096000,1819,2018,2019,outflow,Fulton County-Washtenaw County-MI-1819,"Washtenaw County, MI"
291266,Fulton County,GA,Jackson County,MO,37,1970,1970000,1819,2018,2019,outflow,Fulton County-Jackson County-MO-1819,"Jackson County, MO"
291267,Fulton County,GA,Pierce County,WA,43,1568,1568000,1819,2018,2019,outflow,Fulton County-Pierce County-WA-1819,"Pierce County, WA"
291268,Fulton County,GA,Dane County,WI,46,2225,2225000,1819,2018,2019,outflow,Fulton County-Dane County-WI-1819,"Dane County, WI"
291269,Fulton County,GA,Gilmer County,GA,39,3593,3593000,1819,2018,2019,outflow,Fulton County-Gilmer County-GA-1819,"Gilmer County, GA"
291270,Fulton County,GA,Habersham County,GA,39,1653,1653000,1819,2018,2019,outflow,Fulton County-Habersham County-GA-1819,"Habersham County, GA"
291271,Fulton County,GA,Onslow County,NC,36,1069,1069000,1819,2018,2019,outflow,Fulton County-Onslow County-NC-1819,"Onslow County, NC"
291272,Fulton County,GA,Dorchester County,SC,50,1209,1209000,1819,2018,2019,outflow,Fulton County-Dorchester County-SC-1819,"Dorchester County, SC"
291273,Fulton County,GA,Lexington County,SC,45,2278,2278000,1819,2018,2019,outflow,Fulton County-Lexington County-SC-1819,"Lexington County, SC"
291274,Fulton County,GA,Spartanburg County,SC,33,1326,1326000,1819,2018,2019,outflow,Fulton County-Spartanburg County-SC-1819,"Spartanburg County, SC"
291275,Fulton County,GA,Clay County,FL,41,1941,1941000,1819,2018,2019,outflow,Fulton County-Clay County-FL-1819,"Clay County, FL"
291276,Fulton County,GA,White County,GA,37,1770,1770000,1819,2018,2019,outflow,Fulton County-White County-GA-1819,"White County, GA"
291277,Fulton County,GA,Union County,NJ,37,1311,1311000,1819,2018,2019,outflow,Fulton County-Union County-NJ-1819,"Union County, NJ"
291279,Fulton County,GA,Santa Rosa County,FL,28,1304,1304000,1819,2018,2019,outflow,Fulton County-Santa Rosa County-FL-1819,"Santa Rosa County, FL"
291280,Fulton County,GA,Whitfield County,GA,35,1456,1456000,1819,2018,2019,outflow,Fulton County-Whitfield County-GA-1819,"Whitfield County, GA"
291281,Fulton County,GA,Hamilton County,IN,40,3422,3422000,1819,2018,2019,outflow,Fulton County-Hamilton County-IN-1819,"Hamilton County, IN"
291282,Fulton County,GA,York County,SC,37,1874,1874000,1819,2018,2019,outflow,Fulton County-York County-SC-1819,"York County, SC"
291283,Fulton County,GA,Indian River County,FL,33,4542,4542000,1819,2018,2019,outflow,Fulton County-Indian River County-FL-1819,"Indian River County, FL"
291284,Fulton County,GA,St. Lucie County,FL,44,1417,1417000,1819,2018,2019,outflow,Fulton County-St. Lucie County-FL-1819,"St. Lucie County, FL"
291285,Fulton County,GA,Macomb County,MI,38,1619,1619000,1819,2018,2019,outflow,Fulton County-Macomb County-MI-1819,"Macomb County, MI"
291286,Fulton County,GA,Hinds County,MS,43,522,522000,1819,2018,2019,outflow,Fulton County-Hinds County-MS-1819,"Hinds County, MS"
291287,Fulton County,GA,Cabarrus County,NC,35,1393,1393000,1819,2018,2019,outflow,Fulton County-Cabarrus County-NC-1819,"Cabarrus County, NC"
291288,Fulton County,GA,Oklahoma County,OK,36,1182,1182000,1819,2018,2019,outflow,Fulton County-Oklahoma County-OK-1819,"Oklahoma County, OK"
291289,Fulton County,GA,Chester County,PA,27,1325,1325000,1819,2018,2019,outflow,Fulton County-Chester County-PA-1819,"Chester County, PA"
291290,Fulton County,GA,Anderson County,SC,40,2135,2135000,1819,2018,2019,outflow,Fulton County-Anderson County-SC-1819,"Anderson County, SC"
291291,Fulton County,GA,Montgomery County,TN,38,943,943000,1819,2018,2019,outflow,Fulton County-Montgomery County-TN-1819,"Montgomery County, TN"
291400,Gwinnett County,GA,Gwinnett County Total Migration-US and Foreign,GA,55166,1766932,1766932000,1819,2018,2019,outflow,Gwinnett County total migration-1819,"Gwinnett County Total Migration-US and Foreign, GA"
291406,Gwinnett County,GA,DeKalb County,GA,8059,202314,202314000,1819,2018,2019,outflow,Gwinnett County-DeKalb County-GA-1819,"DeKalb County, GA"
291407,Gwinnett County,GA,Fulton County,GA,5913,237095,237095000,1819,2018,2019,outflow,Gwinnett County-Fulton County-GA-1819,"Fulton County, GA"
291408,Gwinnett County,GA,Hall County,GA,2999,109271,109271000,1819,2018,2019,outflow,Gwinnett County-Hall County-GA-1819,"Hall County, GA"
291409,Gwinnett County,GA,Barrow County,GA,2608,61084,61084000,1819,2018,2019,outflow,Gwinnett County-Barrow County-GA-1819,"Barrow County, GA"
291410,Gwinnett County,GA,Cobb County,GA,2088,59918,59918000,1819,2018,2019,outflow,Gwinnett County-Cobb County-GA-1819,"Cobb County, GA"
291411,Gwinnett County,GA,Walton County,GA,2796,77914,77914000,1819,2018,2019,outflow,Gwinnett County-Walton County-GA-1819,"Walton County, GA"
291412,Gwinnett County,GA,Forsyth County,GA,2440,93656,93656000,1819,2018,2019,outflow,Gwinnett County-Forsyth County-GA-1819,"Forsyth County, GA"
291413,Gwinnett County,GA,Jackson County,GA,1562,50911,50911000,1819,2018,2019,outflow,Gwinnett County-Jackson County-GA-1819,"Jackson County, GA"
291414,Gwinnett County,GA,Clayton County,GA,821,11465,11465000,1819,2018,2019,outflow,Gwinnett County-Clayton County-GA-1819,"Clayton County, GA"
291415,Gwinnett County,GA,Rockdale County,GA,789,15507,15507000,1819,2018,2019,outflow,Gwinnett County-Rockdale County-GA-1819,"Rockdale County, GA"
291416,Gwinnett County,GA,Cherokee County,GA,653,25413,25413000,1819,2018,2019,outflow,Gwinnett County-Cherokee County-GA-1819,"Cherokee County, GA"
291417,Gwinnett County,GA,Newton County,GA,668,14318,14318000,1819,2018,2019,outflow,Gwinnett County-Newton County-GA-1819,"Newton County, GA"
291418,Gwinnett County,GA,Henry County,GA,632,12259,12259000,1819,2018,2019,outflow,Gwinnett County-Henry County-GA-1819,"Henry County, GA"
291419,Gwinnett County,GA,Clarke County,GA,414,10681,10681000,1819,2018,2019,outflow,Gwinnett County-Clarke County-GA-1819,"Clarke County, GA"
291420,Gwinnett County,GA,Los Angeles County,CA,308,8284,8284000,1819,2018,2019,outflow,Gwinnett County-Los Angeles County-CA-1819,"Los Angeles County, CA"
291421,Gwinnett County,GA,Broward County,FL,322,7597,7597000,1819,2018,2019,outflow,Gwinnett County-Broward County-FL-1819,"Broward County, FL"
291422,Gwinnett County,GA,Miami-Dade County,FL,323,7470,7470000,1819,2018,2019,outflow,Gwinnett County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
291423,Gwinnett County,GA,Duval County,FL,252,7598,7598000,1819,2018,2019,outflow,Gwinnett County-Duval County-FL-1819,"Duval County, FL"
291424,Gwinnett County,GA,Harris County,TX,276,8024,8024000,1819,2018,2019,outflow,Gwinnett County-Harris County-TX-1819,"Harris County, TX"
291425,Gwinnett County,GA,Douglas County,GA,276,5771,5771000,1819,2018,2019,outflow,Gwinnett County-Douglas County-GA-1819,"Douglas County, GA"
291426,Gwinnett County,GA,Hillsborough County,FL,282,6974,6974000,1819,2018,2019,outflow,Gwinnett County-Hillsborough County-FL-1819,"Hillsborough County, FL"
291427,Gwinnett County,GA,Mecklenburg County,NC,248,7757,7757000,1819,2018,2019,outflow,Gwinnett County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
291428,Gwinnett County,GA,Orange County,FL,226,5927,5927000,1819,2018,2019,outflow,Gwinnett County-Orange County-FL-1819,"Orange County, FL"
291429,Gwinnett County,GA,Paulding County,GA,209,6250,6250000,1819,2018,2019,outflow,Gwinnett County-Paulding County-GA-1819,"Paulding County, GA"
291430,Gwinnett County,GA,Maricopa County,AZ,199,6358,6358000,1819,2018,2019,outflow,Gwinnett County-Maricopa County-AZ-1819,"Maricopa County, AZ"
291431,Gwinnett County,GA,Coweta County,GA,227,6718,6718000,1819,2018,2019,outflow,Gwinnett County-Coweta County-GA-1819,"Coweta County, GA"
291432,Gwinnett County,GA,Cook County,IL,227,5503,5503000,1819,2018,2019,outflow,Gwinnett County-Cook County-IL-1819,"Cook County, IL"
291433,Gwinnett County,GA,Queens County,NY,155,3570,3570000,1819,2018,2019,outflow,Gwinnett County-Queens County-NY-1819,"Queens County, NY"
291434,Gwinnett County,GA,Dallas County,TX,150,7466,7466000,1819,2018,2019,outflow,Gwinnett County-Dallas County-TX-1819,"Dallas County, TX"
291435,Gwinnett County,GA,Oconee County,GA,263,15689,15689000,1819,2018,2019,outflow,Gwinnett County-Oconee County-GA-1819,"Oconee County, GA"
291436,Gwinnett County,GA,Kings County,NY,142,3060,3060000,1819,2018,2019,outflow,Gwinnett County-Kings County-NY-1819,"Kings County, NY"
291437,Gwinnett County,GA,Palm Beach County,FL,194,8548,8548000,1819,2018,2019,outflow,Gwinnett County-Palm Beach County-FL-1819,"Palm Beach County, FL"
291438,Gwinnett County,GA,Chatham County,GA,158,4768,4768000,1819,2018,2019,outflow,Gwinnett County-Chatham County-GA-1819,"Chatham County, GA"
291439,Gwinnett County,GA,Clark County,NV,166,3769,3769000,1819,2018,2019,outflow,Gwinnett County-Clark County-NV-1819,"Clark County, NV"
291440,Gwinnett County,GA,Fayette County,GA,187,6406,6406000,1819,2018,2019,outflow,Gwinnett County-Fayette County-GA-1819,"Fayette County, GA"
291441,Gwinnett County,GA,San Diego County,CA,154,3858,3858000,1819,2018,2019,outflow,Gwinnett County-San Diego County-CA-1819,"San Diego County, CA"
291442,Gwinnett County,GA,Jefferson County,AL,153,3854,3854000,1819,2018,2019,outflow,Gwinnett County-Jefferson County-AL-1819,"Jefferson County, AL"
291443,Gwinnett County,GA,Pinellas County,FL,145,8377,8377000,1819,2018,2019,outflow,Gwinnett County-Pinellas County-FL-1819,"Pinellas County, FL"
291444,Gwinnett County,GA,New York County,NY,99,5495,5495000,1819,2018,2019,outflow,Gwinnett County-New York County-NY-1819,"New York County, NY"
291445,Gwinnett County,GA,Davidson County,TN,120,4045,4045000,1819,2018,2019,outflow,Gwinnett County-Davidson County-TN-1819,"Davidson County, TN"
291446,Gwinnett County,GA,Dawson County,GA,147,4676,4676000,1819,2018,2019,outflow,Gwinnett County-Dawson County-GA-1819,"Dawson County, GA"
291447,Gwinnett County,GA,Richmond County,GA,133,3013,3013000,1819,2018,2019,outflow,Gwinnett County-Richmond County-GA-1819,"Richmond County, GA"
291448,Gwinnett County,GA,Orange County,CA,150,6594,6594000,1819,2018,2019,outflow,Gwinnett County-Orange County-CA-1819,"Orange County, CA"
291449,Gwinnett County,GA,Habersham County,GA,141,6310,6310000,1819,2018,2019,outflow,Gwinnett County-Habersham County-GA-1819,"Habersham County, GA"
291450,Gwinnett County,GA,Wake County,NC,139,5754,5754000,1819,2018,2019,outflow,Gwinnett County-Wake County-NC-1819,"Wake County, NC"
291451,Gwinnett County,GA,King County,WA,117,6325,6325000,1819,2018,2019,outflow,Gwinnett County-King County-WA-1819,"King County, WA"
291452,Gwinnett County,GA,Muscogee County,GA,117,2572,2572000,1819,2018,2019,outflow,Gwinnett County-Muscogee County-GA-1819,"Muscogee County, GA"
291453,Gwinnett County,GA,Greenville County,SC,119,3345,3345000,1819,2018,2019,outflow,Gwinnett County-Greenville County-SC-1819,"Greenville County, SC"
291454,Gwinnett County,GA,Collin County,TX,135,5757,5757000,1819,2018,2019,outflow,Gwinnett County-Collin County-TX-1819,"Collin County, TX"
291455,Gwinnett County,GA,Tarrant County,TX,126,4139,4139000,1819,2018,2019,outflow,Gwinnett County-Tarrant County-TX-1819,"Tarrant County, TX"
291456,Gwinnett County,GA,Shelby County,TN,124,2542,2542000,1819,2018,2019,outflow,Gwinnett County-Shelby County-TN-1819,"Shelby County, TN"
291457,Gwinnett County,GA,Polk County,FL,118,3344,3344000,1819,2018,2019,outflow,Gwinnett County-Polk County-FL-1819,"Polk County, FL"
291458,Gwinnett County,GA,Houston County,GA,109,2147,2147000,1819,2018,2019,outflow,Gwinnett County-Houston County-GA-1819,"Houston County, GA"
291459,Gwinnett County,GA,Brevard County,FL,118,4954,4954000,1819,2018,2019,outflow,Gwinnett County-Brevard County-FL-1819,"Brevard County, FL"
291460,Gwinnett County,GA,White County,GA,105,3650,3650000,1819,2018,2019,outflow,Gwinnett County-White County-GA-1819,"White County, GA"
291461,Gwinnett County,GA,Travis County,TX,87,2820,2820000,1819,2018,2019,outflow,Gwinnett County-Travis County-TX-1819,"Travis County, TX"
291462,Gwinnett County,GA,Bexar County,TX,107,3195,3195000,1819,2018,2019,outflow,Gwinnett County-Bexar County-TX-1819,"Bexar County, TX"
291463,Gwinnett County,GA,Prince George's County,MD,97,1749,1749000,1819,2018,2019,outflow,Gwinnett County-Prince George's County-MD-1819,"Prince George's County, MD"
291464,Gwinnett County,GA,Lee County,FL,103,4694,4694000,1819,2018,2019,outflow,Gwinnett County-Lee County-FL-1819,"Lee County, FL"
291465,Gwinnett County,GA,Bartow County,GA,99,2619,2619000,1819,2018,2019,outflow,Gwinnett County-Bartow County-GA-1819,"Bartow County, GA"
291466,Gwinnett County,GA,Franklin County,OH,92,1579,1579000,1819,2018,2019,outflow,Gwinnett County-Franklin County-OH-1819,"Franklin County, OH"
291467,Gwinnett County,GA,Bibb County,GA,102,1724,1724000,1819,2018,2019,outflow,Gwinnett County-Bibb County-GA-1819,"Bibb County, GA"
291468,Gwinnett County,GA,Montgomery County,MD,90,2871,2871000,1819,2018,2019,outflow,Gwinnett County-Montgomery County-MD-1819,"Montgomery County, MD"
291469,Gwinnett County,GA,Carroll County,GA,108,2433,2433000,1819,2018,2019,outflow,Gwinnett County-Carroll County-GA-1819,"Carroll County, GA"
291470,Gwinnett County,GA,Charleston County,SC,86,2728,2728000,1819,2018,2019,outflow,Gwinnett County-Charleston County-SC-1819,"Charleston County, SC"
291472,Gwinnett County,GA,Hamilton County,TN,94,3052,3052000,1819,2018,2019,outflow,Gwinnett County-Hamilton County-TN-1819,"Hamilton County, TN"
291473,Gwinnett County,GA,Santa Clara County,CA,81,3610,3610000,1819,2018,2019,outflow,Gwinnett County-Santa Clara County-CA-1819,"Santa Clara County, CA"
291474,Gwinnett County,GA,Volusia County,FL,92,6629,6629000,1819,2018,2019,outflow,Gwinnett County-Volusia County-FL-1819,"Volusia County, FL"
291475,Gwinnett County,GA,Fairfax County,VA,85,3259,3259000,1819,2018,2019,outflow,Gwinnett County-Fairfax County-VA-1819,"Fairfax County, VA"
291476,Gwinnett County,GA,Banks County,GA,84,2195,2195000,1819,2018,2019,outflow,Gwinnett County-Banks County-GA-1819,"Banks County, GA"
291477,Gwinnett County,GA,Bronx County,NY,87,1296,1296000,1819,2018,2019,outflow,Gwinnett County-Bronx County-NY-1819,"Bronx County, NY"
291478,Gwinnett County,GA,Richland County,SC,101,1618,1618000,1819,2018,2019,outflow,Gwinnett County-Richland County-SC-1819,"Richland County, SC"
291479,Gwinnett County,GA,Escambia County,FL,83,3487,3487000,1819,2018,2019,outflow,Gwinnett County-Escambia County-FL-1819,"Escambia County, FL"
291480,Gwinnett County,GA,Denver County,CO,82,2883,2883000,1819,2018,2019,outflow,Gwinnett County-Denver County-CO-1819,"Denver County, CO"
291481,Gwinnett County,GA,Denton County,TX,97,4000,4000000,1819,2018,2019,outflow,Gwinnett County-Denton County-TX-1819,"Denton County, TX"
291482,Gwinnett County,GA,St. Johns County,FL,84,5372,5372000,1819,2018,2019,outflow,Gwinnett County-St. Johns County-FL-1819,"St. Johns County, FL"
291483,Gwinnett County,GA,Columbia County,GA,101,3219,3219000,1819,2018,2019,outflow,Gwinnett County-Columbia County-GA-1819,"Columbia County, GA"
291484,Gwinnett County,GA,Hart County,GA,91,3751,3751000,1819,2018,2019,outflow,Gwinnett County-Hart County-GA-1819,"Hart County, GA"
291485,Gwinnett County,GA,District of Columbia,DC,53,2018,2018000,1819,2018,2019,outflow,Gwinnett County-District of Columbia-DC-1819,"District of Columbia, DC"
291486,Gwinnett County,GA,Bay County,FL,73,3808,3808000,1819,2018,2019,outflow,Gwinnett County-Bay County-FL-1819,"Bay County, FL"
291487,Gwinnett County,GA,Seminole County,FL,89,2566,2566000,1819,2018,2019,outflow,Gwinnett County-Seminole County-FL-1819,"Seminole County, FL"
291488,Gwinnett County,GA,Lumpkin County,GA,78,3001,3001000,1819,2018,2019,outflow,Gwinnett County-Lumpkin County-GA-1819,"Lumpkin County, GA"
291489,Gwinnett County,GA,Beaufort County,SC,78,6305,6305000,1819,2018,2019,outflow,Gwinnett County-Beaufort County-SC-1819,"Beaufort County, SC"
291490,Gwinnett County,GA,Knox County,TN,91,2042,2042000,1819,2018,2019,outflow,Gwinnett County-Knox County-TN-1819,"Knox County, TN"
291491,Gwinnett County,GA,Union County,GA,74,3168,3168000,1819,2018,2019,outflow,Gwinnett County-Union County-GA-1819,"Union County, GA"
