,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
1180,DeKalb County-Brevard County-FL-1617,"Brevard County, FL",1617,2016,2017,68,1325000,72,3750000,-4,-2425000,DeKalb County,DeKalb County-Brevard County-FL
1181,DeKalb County-Lee County-FL-1617,"Lee County, FL",1617,2016,2017,74,2423000,72,2511000,2,-88000,DeKalb County,DeKalb County-Lee County-FL
1182,DeKalb County-Alexandria city-VA-1617,"Alexandria city, VA",1617,2016,2017,65,3652000,51,2336000,14,1316000,DeKalb County,DeKalb County-Alexandria city-VA
1183,DeKalb County-Norfolk County-MA-1617,"Norfolk County, MA",1617,2016,2017,78,4758000,58,3504000,20,1254000,DeKalb County,DeKalb County-Norfolk County-MA
1184,DeKalb County-Beaufort County-SC-1617,"Beaufort County, SC",1617,2016,2017,75,3044000,88,7886000,-13,-4842000,DeKalb County,DeKalb County-Beaufort County-SC
1185,DeKalb County-Volusia County-FL-1617,"Volusia County, FL",1617,2016,2017,63,1511000,72,2327000,-9,-816000,DeKalb County,DeKalb County-Volusia County-FL
1186,DeKalb County-Spalding County-GA-1617,"Spalding County, GA",1617,2016,2017,68,2296000,93,1532000,-25,764000,DeKalb County,DeKalb County-Spalding County-GA
1187,DeKalb County-Multnomah County-OR-1617,"Multnomah County, OR",1617,2016,2017,70,3101000,76,3014000,-6,87000,DeKalb County,DeKalb County-Multnomah County-OR
1188,DeKalb County-Richmond city-VA-1617,"Richmond city, VA",1617,2016,2017,61,1832000,55,1641000,6,191000,DeKalb County,DeKalb County-Richmond city-VA
1189,DeKalb County-San Bernardino County-CA-1617,"San Bernardino County, CA",1617,2016,2017,72,1517000,73,1397000,-1,120000,DeKalb County,DeKalb County-San Bernardino County-CA
1190,DeKalb County-Bergen County-NJ-1617,"Bergen County, NJ",1617,2016,2017,66,2935000,51,2362000,15,573000,DeKalb County,DeKalb County-Bergen County-NJ
1191,DeKalb County-Henrico County-VA-1617,"Henrico County, VA",1617,2016,2017,64,2425000,60,2517000,4,-92000,DeKalb County,DeKalb County-Henrico County-VA
1192,DeKalb County-Polk County-FL-1617,"Polk County, FL",1617,2016,2017,59,1295000,69,1991000,-10,-696000,DeKalb County,DeKalb County-Polk County-FL
1193,DeKalb County-Montgomery County-PA-1617,"Montgomery County, PA",1617,2016,2017,53,2135000,37,1917000,16,218000,DeKalb County,DeKalb County-Montgomery County-PA
1194,DeKalb County-New Haven County-CT-1617,"New Haven County, CT",1617,2016,2017,70,2279000,61,2288000,9,-9000,DeKalb County,DeKalb County-New Haven County-CT
1195,DeKalb County-Washtenaw County-MI-1617,"Washtenaw County, MI",1617,2016,2017,65,2206000,42,2200000,23,6000,DeKalb County,DeKalb County-Washtenaw County-MI
1196,DeKalb County-Salt Lake County-UT-1617,"Salt Lake County, UT",1617,2016,2017,57,2000000,88,3346000,-31,-1346000,DeKalb County,DeKalb County-Salt Lake County-UT
1197,DeKalb County-Norfolk city-VA-1617,"Norfolk city, VA",1617,2016,2017,63,1467000,53,939000,10,528000,DeKalb County,DeKalb County-Norfolk city-VA
1198,DeKalb County-Shelby County-AL-1617,"Shelby County, AL",1617,2016,2017,61,2146000,45,1328000,16,818000,DeKalb County,DeKalb County-Shelby County-AL
1199,DeKalb County-DuPage County-IL-1617,"DuPage County, IL",1617,2016,2017,57,2572000,84,3605000,-27,-1033000,DeKalb County,DeKalb County-DuPage County-IL
1200,DeKalb County-Contra Costa County-CA-1617,"Contra Costa County, CA",1617,2016,2017,63,2921000,42,1695000,21,1226000,DeKalb County,DeKalb County-Contra Costa County-CA
1201,DeKalb County-Douglas County-NE-1617,"Douglas County, NE",1617,2016,2017,70,2679000,71,1434000,-1,1245000,DeKalb County,DeKalb County-Douglas County-NE
1202,DeKalb County-Denton County-TX-1617,"Denton County, TX",1617,2016,2017,78,3736000,63,2930000,15,806000,DeKalb County,DeKalb County-Denton County-TX
1203,DeKalb County-Liberty County-GA-1617,"Liberty County, GA",1617,2016,2017,57,1099000,52,722000,5,377000,DeKalb County,DeKalb County-Liberty County-GA
1204,DeKalb County-Fayette County-KY-1617,"Fayette County, KY",1617,2016,2017,44,1334000,54,1314000,-10,20000,DeKalb County,DeKalb County-Fayette County-KY
1205,DeKalb County-Riverside County-CA-1617,"Riverside County, CA",1617,2016,2017,60,1646000,66,1640000,-6,6000,DeKalb County,DeKalb County-Riverside County-CA
1206,DeKalb County-Troup County-GA-1617,"Troup County, GA",1617,2016,2017,63,940000,65,970000,-2,-30000,DeKalb County,DeKalb County-Troup County-GA
1207,DeKalb County-Honolulu County-HI-1617,"Honolulu County, HI",1617,2016,2017,48,1856000,45,1358000,3,498000,DeKalb County,DeKalb County-Honolulu County-HI
1208,DeKalb County-Kent County-MI-1617,"Kent County, MI",1617,2016,2017,62,1096000,49,1219000,13,-123000,DeKalb County,DeKalb County-Kent County-MI
1209,DeKalb County-Arapahoe County-CO-1617,"Arapahoe County, CO",1617,2016,2017,54,1753000,69,2540000,-15,-787000,DeKalb County,DeKalb County-Arapahoe County-CO
1210,DeKalb County-Montgomery County-OH-1617,"Montgomery County, OH",1617,2016,2017,55,780000,49,1096000,6,-316000,DeKalb County,DeKalb County-Montgomery County-OH
1211,DeKalb County-El Paso County-CO-1617,"El Paso County, CO",1617,2016,2017,49,1820000,44,1539000,5,281000,DeKalb County,DeKalb County-El Paso County-CO
1212,DeKalb County-Floyd County-GA-1617,"Floyd County, GA",1617,2016,2017,47,1449000,68,1394000,-21,55000,DeKalb County,DeKalb County-Floyd County-GA
1213,DeKalb County-St. Louis city-MO-1617,"St. Louis city, MO",1617,2016,2017,43,1453000,40,1205000,3,248000,DeKalb County,DeKalb County-St. Louis city-MO
1214,DeKalb County-Virginia Beach city-VA-1617,"Virginia Beach city, VA",1617,2016,2017,49,961000,63,1346000,-14,-385000,DeKalb County,DeKalb County-Virginia Beach city-VA
1215,DeKalb County-Manatee County-FL-1617,"Manatee County, FL",1617,2016,2017,52,1533000,57,2679000,-5,-1146000,DeKalb County,DeKalb County-Manatee County-FL
1216,DeKalb County-St. Lucie County-FL-1617,"St. Lucie County, FL",1617,2016,2017,60,662000,38,905000,22,-243000,DeKalb County,DeKalb County-St. Lucie County-FL
1217,DeKalb County-Jackson County-GA-1617,"Jackson County, GA",1617,2016,2017,50,1802000,59,2136000,-9,-334000,DeKalb County,DeKalb County-Jackson County-GA
1218,DeKalb County-Ramsey County-MN-1617,"Ramsey County, MN",1617,2016,2017,56,1229000,82,1633000,-26,-404000,DeKalb County,DeKalb County-Ramsey County-MN
1219,DeKalb County-New Hanover County-NC-1617,"New Hanover County, NC",1617,2016,2017,46,1564000,36,1995000,10,-431000,DeKalb County,DeKalb County-New Hanover County-NC
1220,DeKalb County-Dane County-WI-1617,"Dane County, WI",1617,2016,2017,54,1960000,59,2212000,-5,-252000,DeKalb County,DeKalb County-Dane County-WI
1221,DeKalb County-Pima County-AZ-1617,"Pima County, AZ",1617,2016,2017,45,1241000,36,1136000,9,105000,DeKalb County,DeKalb County-Pima County-AZ
1222,DeKalb County-Sarasota County-FL-1617,"Sarasota County, FL",1617,2016,2017,42,1657000,44,2586000,-2,-929000,DeKalb County,DeKalb County-Sarasota County-FL
1223,DeKalb County-Loudoun County-VA-1617,"Loudoun County, VA",1617,2016,2017,48,2340000,96,4543000,-48,-2203000,DeKalb County,DeKalb County-Loudoun County-VA
1224,DeKalb County-Marion County-FL-1617,"Marion County, FL",1617,2016,2017,50,907000,38,853000,12,54000,DeKalb County,DeKalb County-Marion County-FL
1225,DeKalb County-Baldwin County-AL-1617,"Baldwin County, AL",1617,2016,2017,37,1208000,42,1560000,-5,-352000,DeKalb County,DeKalb County-Baldwin County-AL
1226,DeKalb County-Osceola County-FL-1617,"Osceola County, FL",1617,2016,2017,40,1011000,48,777000,-8,234000,DeKalb County,DeKalb County-Osceola County-FL
1227,DeKalb County-Dawson County-GA-1617,"Dawson County, GA",1617,2016,2017,32,885000,34,1597000,-2,-712000,DeKalb County,DeKalb County-Dawson County-GA
1228,DeKalb County-Anne Arundel County-MD-1617,"Anne Arundel County, MD",1617,2016,2017,38,2004000,40,2196000,-2,-192000,DeKalb County,DeKalb County-Anne Arundel County-MD
1229,DeKalb County-Aiken County-SC-1617,"Aiken County, SC",1617,2016,2017,43,1055000,37,1054000,6,1000,DeKalb County,DeKalb County-Aiken County-SC
1230,DeKalb County-Fort Bend County-TX-1617,"Fort Bend County, TX",1617,2016,2017,47,1966000,40,1167000,7,799000,DeKalb County,DeKalb County-Fort Bend County-TX
1231,DeKalb County-Pierce County-WA-1617,"Pierce County, WA",1617,2016,2017,45,864000,60,1961000,-15,-1097000,DeKalb County,DeKalb County-Pierce County-WA
1232,DeKalb County-Harrison County-MS-1617,"Harrison County, MS",1617,2016,2017,38,993000,38,912000,0,81000,DeKalb County,DeKalb County-Harrison County-MS
1233,DeKalb County-Prince William County-VA-1617,"Prince William County, VA",1617,2016,2017,31,1626000,43,1253000,-12,373000,DeKalb County,DeKalb County-Prince William County-VA
1234,DeKalb County-Boulder County-CO-1617,"Boulder County, CO",1617,2016,2017,27,772000,67,4253000,-40,-3481000,DeKalb County,DeKalb County-Boulder County-CO
1235,DeKalb County-Delaware County-PA-1617,"Delaware County, PA",1617,2016,2017,44,1465000,55,1542000,-11,-77000,DeKalb County,DeKalb County-Delaware County-PA
1236,DeKalb County-Spartanburg County-SC-1617,"Spartanburg County, SC",1617,2016,2017,41,1012000,50,845000,-9,167000,DeKalb County,DeKalb County-Spartanburg County-SC
1237,DeKalb County-Montgomery County-TN-1617,"Montgomery County, TN",1617,2016,2017,41,515000,48,677000,-7,-162000,DeKalb County,DeKalb County-Montgomery County-TN
1239,Douglas County-Cobb County-GA-1617,"Cobb County, GA",1617,2016,2017,3596,60061000,2295,48542000,1301,11519000,Douglas County,Douglas County-Cobb County-GA
1240,Douglas County-Fulton County-GA-1617,"Fulton County, GA",1617,2016,2017,1963,35628000,1771,37410000,192,-1782000,Douglas County,Douglas County-Fulton County-GA
1241,Douglas County-Paulding County-GA-1617,"Paulding County, GA",1617,2016,2017,1272,23760000,1610,31445000,-338,-7685000,Douglas County,Douglas County-Paulding County-GA
1242,Douglas County-Carroll County-GA-1617,"Carroll County, GA",1617,2016,2017,1124,26202000,1600,37645000,-476,-11443000,Douglas County,Douglas County-Carroll County-GA
1243,Douglas County-DeKalb County-GA-1617,"DeKalb County, GA",1617,2016,2017,621,11599000,543,11875000,78,-276000,Douglas County,Douglas County-DeKalb County-GA
1244,Douglas County-Clayton County-GA-1617,"Clayton County, GA",1617,2016,2017,451,6553000,430,5262000,21,1291000,Douglas County,Douglas County-Clayton County-GA
1245,Douglas County-Gwinnett County-GA-1617,"Gwinnett County, GA",1617,2016,2017,368,7745000,399,8813000,-31,-1068000,Douglas County,Douglas County-Gwinnett County-GA
1246,Douglas County-Henry County-GA-1617,"Henry County, GA",1617,2016,2017,170,3806000,227,4368000,-57,-562000,Douglas County,Douglas County-Henry County-GA
1247,Douglas County-Broward County-FL-1617,"Broward County, FL",1617,2016,2017,119,2427000,53,1272000,66,1155000,Douglas County,Douglas County-Broward County-FL
1248,Douglas County-Coweta County-GA-1617,"Coweta County, GA",1617,2016,2017,103,3476000,215,6623000,-112,-3147000,Douglas County,Douglas County-Coweta County-GA
1249,Douglas County-Cook County-IL-1617,"Cook County, IL",1617,2016,2017,86,1893000,48,954000,38,939000,Douglas County,Douglas County-Cook County-IL
1250,Douglas County-Cherokee County-GA-1617,"Cherokee County, GA",1617,2016,2017,63,2151000,174,5973000,-111,-3822000,Douglas County,Douglas County-Cherokee County-GA
1251,Douglas County-Haralson County-GA-1617,"Haralson County, GA",1617,2016,2017,86,1426000,223,3969000,-137,-2543000,Douglas County,Douglas County-Haralson County-GA
1252,Douglas County-Los Angeles County-CA-1617,"Los Angeles County, CA",1617,2016,2017,60,834000,37,1172000,23,-338000,Douglas County,Douglas County-Los Angeles County-CA
1253,Douglas County-Jefferson County-AL-1617,"Jefferson County, AL",1617,2016,2017,65,1117000,60,1643000,5,-526000,Douglas County,Douglas County-Jefferson County-AL
1254,Douglas County-Fayette County-GA-1617,"Fayette County, GA",1617,2016,2017,65,1474000,86,4352000,-21,-2878000,Douglas County,Douglas County-Fayette County-GA
1255,Douglas County-Chatham County-GA-1617,"Chatham County, GA",1617,2016,2017,60,1082000,58,1461000,2,-379000,Douglas County,Douglas County-Chatham County-GA
1256,Douglas County-Orange County-FL-1617,"Orange County, FL",1617,2016,2017,59,715000,49,1052000,10,-337000,Douglas County,Douglas County-Orange County-FL
1257,Douglas County-Newton County-GA-1617,"Newton County, GA",1617,2016,2017,75,1065000,53,1148000,22,-83000,Douglas County,Douglas County-Newton County-GA
1258,Douglas County-Hillsborough County-FL-1617,"Hillsborough County, FL",1617,2016,2017,66,1493000,62,1370000,4,123000,Douglas County,Douglas County-Hillsborough County-FL
1259,Douglas County-Duval County-FL-1617,"Duval County, FL",1617,2016,2017,55,1007000,47,932000,8,75000,Douglas County,Douglas County-Duval County-FL
1260,Douglas County-Harris County-TX-1617,"Harris County, TX",1617,2016,2017,46,734000,46,800000,0,-66000,Douglas County,Douglas County-Harris County-TX
1261,Douglas County-Rockdale County-GA-1617,"Rockdale County, GA",1617,2016,2017,41,878000,50,807000,-9,71000,Douglas County,Douglas County-Rockdale County-GA
1263,Fayette County-Fulton County-GA-1617,"Fulton County, GA",1617,2016,2017,1435,55705000,1012,45854000,423,9851000,Fayette County,Fayette County-Fulton County-GA
1264,Fayette County-Clayton County-GA-1617,"Clayton County, GA",1617,2016,2017,1409,26502000,594,8968000,815,17534000,Fayette County,Fayette County-Clayton County-GA
1265,Fayette County-Coweta County-GA-1617,"Coweta County, GA",1617,2016,2017,1192,39028000,2057,80744000,-865,-41716000,Fayette County,Fayette County-Coweta County-GA
1266,Fayette County-Henry County-GA-1617,"Henry County, GA",1617,2016,2017,495,14158000,354,9131000,141,5027000,Fayette County,Fayette County-Henry County-GA
1267,Fayette County-Cobb County-GA-1617,"Cobb County, GA",1617,2016,2017,422,15484000,377,16259000,45,-775000,Fayette County,Fayette County-Cobb County-GA
1268,Fayette County-DeKalb County-GA-1617,"DeKalb County, GA",1617,2016,2017,321,11687000,275,11858000,46,-171000,Fayette County,Fayette County-DeKalb County-GA
1269,Fayette County-Los Angeles County-CA-1617,"Los Angeles County, CA",1617,2016,2017,206,9124000,44,1855000,162,7269000,Fayette County,Fayette County-Los Angeles County-CA
1270,Fayette County-Gwinnett County-GA-1617,"Gwinnett County, GA",1617,2016,2017,183,6257000,161,3706000,22,2551000,Fayette County,Fayette County-Gwinnett County-GA
1271,Fayette County-Spalding County-GA-1617,"Spalding County, GA",1617,2016,2017,171,4948000,223,6932000,-52,-1984000,Fayette County,Fayette County-Spalding County-GA
1272,Fayette County-Douglas County-GA-1617,"Douglas County, GA",1617,2016,2017,86,4352000,65,1474000,21,2878000,Fayette County,Fayette County-Douglas County-GA
1273,Fayette County-Cook County-IL-1617,"Cook County, IL",1617,2016,2017,72,2854000,33,1200000,39,1654000,Fayette County,Fayette County-Cook County-IL
1274,Fayette County-Carroll County-GA-1617,"Carroll County, GA",1617,2016,2017,64,1625000,57,1400000,7,225000,Fayette County,Fayette County-Carroll County-GA
1275,Fayette County-Cherokee County-GA-1617,"Cherokee County, GA",1617,2016,2017,58,1714000,79,3550000,-21,-1836000,Fayette County,Fayette County-Cherokee County-GA
1276,Fayette County-Paulding County-GA-1617,"Paulding County, GA",1617,2016,2017,76,2507000,62,1529000,14,978000,Fayette County,Fayette County-Paulding County-GA
1277,Fayette County-Meriwether County-GA-1617,"Meriwether County, GA",1617,2016,2017,57,926000,52,1786000,5,-860000,Fayette County,Fayette County-Meriwether County-GA
1278,Fayette County-Maricopa County-AZ-1617,"Maricopa County, AZ",1617,2016,2017,50,3003000,40,1702000,10,1301000,Fayette County,Fayette County-Maricopa County-AZ
1279,Fayette County-Chatham County-GA-1617,"Chatham County, GA",1617,2016,2017,56,2230000,47,1769000,9,461000,Fayette County,Fayette County-Chatham County-GA
1280,Fayette County-Oakland County-MI-1617,"Oakland County, MI",1617,2016,2017,50,1929000,64,2661000,-14,-732000,Fayette County,Fayette County-Oakland County-MI
1281,Fayette County-Pike County-GA-1617,"Pike County, GA",1617,2016,2017,52,1216000,92,3524000,-40,-2308000,Fayette County,Fayette County-Pike County-GA
1282,Fayette County-Forsyth County-GA-1617,"Forsyth County, GA",1617,2016,2017,51,3045000,74,2816000,-23,229000,Fayette County,Fayette County-Forsyth County-GA
1284,Forsyth County-Fulton County-GA-1617,"Fulton County, GA",1617,2016,2017,7458,310721000,2945,170750000,4513,139971000,Forsyth County,Forsyth County-Fulton County-GA
1285,Forsyth County-Gwinnett County-GA-1617,"Gwinnett County, GA",1617,2016,2017,3475,130829000,1720,59323000,1755,71506000,Forsyth County,Forsyth County-Gwinnett County-GA
1286,Forsyth County-Cobb County-GA-1617,"Cobb County, GA",1617,2016,2017,1472,58113000,526,20655000,946,37458000,Forsyth County,Forsyth County-Cobb County-GA
1287,Forsyth County-DeKalb County-GA-1617,"DeKalb County, GA",1617,2016,2017,1368,56123000,380,18958000,988,37165000,Forsyth County,Forsyth County-DeKalb County-GA
1288,Forsyth County-Cherokee County-GA-1617,"Cherokee County, GA",1617,2016,2017,784,30843000,1027,43405000,-243,-12562000,Forsyth County,Forsyth County-Cherokee County-GA
1289,Forsyth County-Hall County-GA-1617,"Hall County, GA",1617,2016,2017,628,21712000,955,35692000,-327,-13980000,Forsyth County,Forsyth County-Hall County-GA
1290,Forsyth County-Dawson County-GA-1617,"Dawson County, GA",1617,2016,2017,619,14314000,1073,31790000,-454,-17476000,Forsyth County,Forsyth County-Dawson County-GA
1291,Forsyth County-Lumpkin County-GA-1617,"Lumpkin County, GA",1617,2016,2017,229,5980000,445,13174000,-216,-7194000,Forsyth County,Forsyth County-Lumpkin County-GA
1292,Forsyth County-Broward County-FL-1617,"Broward County, FL",1617,2016,2017,200,8017000,90,3058000,110,4959000,Forsyth County,Forsyth County-Broward County-FL
1293,Forsyth County-Palm Beach County-FL-1617,"Palm Beach County, FL",1617,2016,2017,151,6740000,81,3965000,70,2775000,Forsyth County,Forsyth County-Palm Beach County-FL
1294,Forsyth County-Los Angeles County-CA-1617,"Los Angeles County, CA",1617,2016,2017,109,4955000,50,1936000,59,3019000,Forsyth County,Forsyth County-Los Angeles County-CA
1295,Forsyth County-Hillsborough County-FL-1617,"Hillsborough County, FL",1617,2016,2017,118,4830000,95,3534000,23,1296000,Forsyth County,Forsyth County-Hillsborough County-FL
1296,Forsyth County-Barrow County-GA-1617,"Barrow County, GA",1617,2016,2017,108,2791000,95,2486000,13,305000,Forsyth County,Forsyth County-Barrow County-GA
1297,Forsyth County-Maricopa County-AZ-1617,"Maricopa County, AZ",1617,2016,2017,136,4341000,110,6406000,26,-2065000,Forsyth County,Forsyth County-Maricopa County-AZ
1298,Forsyth County-Pickens County-GA-1617,"Pickens County, GA",1617,2016,2017,101,3280000,158,6876000,-57,-3596000,Forsyth County,Forsyth County-Pickens County-GA
1299,Forsyth County-Mecklenburg County-NC-1617,"Mecklenburg County, NC",1617,2016,2017,98,4455000,66,3728000,32,727000,Forsyth County,Forsyth County-Mecklenburg County-NC
1300,Forsyth County-Duval County-FL-1617,"Duval County, FL",1617,2016,2017,90,5429000,45,3231000,45,2198000,Forsyth County,Forsyth County-Duval County-FL
1301,Forsyth County-Clarke County-GA-1617,"Clarke County, GA",1617,2016,2017,51,1436000,68,1600000,-17,-164000,Forsyth County,Forsyth County-Clarke County-GA
1302,Forsyth County-Paulding County-GA-1617,"Paulding County, GA",1617,2016,2017,87,3431000,57,1966000,30,1465000,Forsyth County,Forsyth County-Paulding County-GA
1303,Forsyth County-Harris County-TX-1617,"Harris County, TX",1617,2016,2017,100,5376000,72,4029000,28,1347000,Forsyth County,Forsyth County-Harris County-TX
1304,Forsyth County-Orange County-FL-1617,"Orange County, FL",1617,2016,2017,86,3145000,79,3275000,7,-130000,Forsyth County,Forsyth County-Orange County-FL
1305,Forsyth County-Wake County-NC-1617,"Wake County, NC",1617,2016,2017,89,4614000,108,5562000,-19,-948000,Forsyth County,Forsyth County-Wake County-NC
1306,Forsyth County-Collin County-TX-1617,"Collin County, TX",1617,2016,2017,110,3984000,90,4734000,20,-750000,Forsyth County,Forsyth County-Collin County-TX
1307,Forsyth County-Orange County-CA-1617,"Orange County, CA",1617,2016,2017,88,5092000,57,2997000,31,2095000,Forsyth County,Forsyth County-Orange County-CA
1308,Forsyth County-Chatham County-GA-1617,"Chatham County, GA",1617,2016,2017,63,1617000,41,1517000,22,100000,Forsyth County,Forsyth County-Chatham County-GA
1309,Forsyth County-Pinellas County-FL-1617,"Pinellas County, FL",1617,2016,2017,55,2079000,73,3274000,-18,-1195000,Forsyth County,Forsyth County-Pinellas County-FL
1310,Forsyth County-Coweta County-GA-1617,"Coweta County, GA",1617,2016,2017,72,2059000,54,1685000,18,374000,Forsyth County,Forsyth County-Coweta County-GA
1311,Forsyth County-San Diego County-CA-1617,"San Diego County, CA",1617,2016,2017,75,2101000,41,1616000,34,485000,Forsyth County,Forsyth County-San Diego County-CA
1312,Forsyth County-Fayette County-GA-1617,"Fayette County, GA",1617,2016,2017,74,2816000,51,3045000,23,-229000,Forsyth County,Forsyth County-Fayette County-GA
1313,Forsyth County-Jackson County-GA-1617,"Jackson County, GA",1617,2016,2017,57,1767000,89,2461000,-32,-694000,Forsyth County,Forsyth County-Jackson County-GA
1314,Forsyth County-Hamilton County-TN-1617,"Hamilton County, TN",1617,2016,2017,70,2286000,53,1806000,17,480000,Forsyth County,Forsyth County-Hamilton County-TN
1315,Forsyth County-King County-WA-1617,"King County, WA",1617,2016,2017,66,2765000,58,4656000,8,-1891000,Forsyth County,Forsyth County-King County-WA
1316,Forsyth County-Bartow County-GA-1617,"Bartow County, GA",1617,2016,2017,42,1131000,72,1879000,-30,-748000,Forsyth County,Forsyth County-Bartow County-GA
1317,Forsyth County-Walton County-GA-1617,"Walton County, GA",1617,2016,2017,39,1074000,58,2073000,-19,-999000,Forsyth County,Forsyth County-Walton County-GA
1318,Forsyth County-Greenville County-SC-1617,"Greenville County, SC",1617,2016,2017,67,2760000,74,2801000,-7,-41000,Forsyth County,Forsyth County-Greenville County-SC
1319,Forsyth County-Clark County-NV-1617,"Clark County, NV",1617,2016,2017,44,1431000,55,2046000,-11,-615000,Forsyth County,Forsyth County-Clark County-NV
1320,Forsyth County-White County-GA-1617,"White County, GA",1617,2016,2017,34,909000,119,5287000,-85,-4378000,Forsyth County,Forsyth County-White County-GA
1322,Fulton County-DeKalb County-GA-1617,"DeKalb County, GA",1617,2016,2017,17757,956592000,17822,907964000,-65,48628000,Fulton County,Fulton County-DeKalb County-GA
1323,Fulton County-Cobb County-GA-1617,"Cobb County, GA",1617,2016,2017,11711,491715000,11525,467876000,186,23839000,Fulton County,Fulton County-Cobb County-GA
1324,Fulton County-Gwinnett County-GA-1617,"Gwinnett County, GA",1617,2016,2017,7320,304663000,7997,241477000,-677,63186000,Fulton County,Fulton County-Gwinnett County-GA
1325,Fulton County-Clayton County-GA-1617,"Clayton County, GA",1617,2016,2017,7239,94527000,8445,98837000,-1206,-4310000,Fulton County,Fulton County-Clayton County-GA
1326,Fulton County-Forsyth County-GA-1617,"Forsyth County, GA",1617,2016,2017,2945,170750000,7458,310721000,-4513,-139971000,Fulton County,Fulton County-Forsyth County-GA
1327,Fulton County-Cherokee County-GA-1617,"Cherokee County, GA",1617,2016,2017,1631,78826000,3257,108232000,-1626,-29406000,Fulton County,Fulton County-Cherokee County-GA
1328,Fulton County-Douglas County-GA-1617,"Douglas County, GA",1617,2016,2017,1771,37410000,1963,35628000,-192,1782000,Fulton County,Fulton County-Douglas County-GA
1329,Fulton County-Henry County-GA-1617,"Henry County, GA",1617,2016,2017,1452,39618000,1641,35001000,-189,4617000,Fulton County,Fulton County-Henry County-GA
1330,Fulton County-Cook County-IL-1617,"Cook County, IL",1617,2016,2017,1192,103646000,870,54497000,322,49149000,Fulton County,Fulton County-Cook County-IL
1331,Fulton County-Los Angeles County-CA-1617,"Los Angeles County, CA",1617,2016,2017,948,50663000,847,58144000,101,-7481000,Fulton County,Fulton County-Los Angeles County-CA
1332,Fulton County-Fayette County-GA-1617,"Fayette County, GA",1617,2016,2017,1012,45854000,1435,55705000,-423,-9851000,Fulton County,Fulton County-Fayette County-GA
1333,Fulton County-Coweta County-GA-1617,"Coweta County, GA",1617,2016,2017,1023,28208000,1183,33505000,-160,-5297000,Fulton County,Fulton County-Coweta County-GA
1334,Fulton County-New York County-NY-1617,"New York County, NY",1617,2016,2017,670,77486000,565,58459000,105,19027000,Fulton County,Fulton County-New York County-NY
1335,Fulton County-Broward County-FL-1617,"Broward County, FL",1617,2016,2017,871,33951000,444,27764000,427,6187000,Fulton County,Fulton County-Broward County-FL
1336,Fulton County-Mecklenburg County-NC-1617,"Mecklenburg County, NC",1617,2016,2017,762,42951000,570,31250000,192,11701000,Fulton County,Fulton County-Mecklenburg County-NC
1337,Fulton County-Miami-Dade County-FL-1617,"Miami-Dade County, FL",1617,2016,2017,763,57080000,392,18903000,371,38177000,Fulton County,Fulton County-Miami-Dade County-FL
1338,Fulton County-Kings County-NY-1617,"Kings County, NY",1617,2016,2017,567,26668000,313,13151000,254,13517000,Fulton County,Fulton County-Kings County-NY
1339,Fulton County-Harris County-TX-1617,"Harris County, TX",1617,2016,2017,576,34609000,403,19001000,173,15608000,Fulton County,Fulton County-Harris County-TX
1340,Fulton County-Clarke County-GA-1617,"Clarke County, GA",1617,2016,2017,451,13109000,318,11537000,133,1572000,Fulton County,Fulton County-Clarke County-GA
1341,Fulton County-Chatham County-GA-1617,"Chatham County, GA",1617,2016,2017,498,15908000,348,12482000,150,3426000,Fulton County,Fulton County-Chatham County-GA
1342,Fulton County-Orange County-FL-1617,"Orange County, FL",1617,2016,2017,545,19792000,398,18703000,147,1089000,Fulton County,Fulton County-Orange County-FL
1343,Fulton County-Dallas County-TX-1617,"Dallas County, TX",1617,2016,2017,514,35224000,572,38898000,-58,-3674000,Fulton County,Fulton County-Dallas County-TX
1344,Fulton County-Hillsborough County-FL-1617,"Hillsborough County, FL",1617,2016,2017,542,20939000,439,20331000,103,608000,Fulton County,Fulton County-Hillsborough County-FL
1345,Fulton County-Jefferson County-AL-1617,"Jefferson County, AL",1617,2016,2017,468,22094000,330,20201000,138,1893000,Fulton County,Fulton County-Jefferson County-AL
1346,Fulton County-Travis County-TX-1617,"Travis County, TX",1617,2016,2017,494,18578000,368,18022000,126,556000,Fulton County,Fulton County-Travis County-TX
1347,Fulton County-Duval County-FL-1617,"Duval County, FL",1617,2016,2017,444,19344000,436,23364000,8,-4020000,Fulton County,Fulton County-Duval County-FL
1348,Fulton County-Paulding County-GA-1617,"Paulding County, GA",1617,2016,2017,486,13955000,540,11320000,-54,2635000,Fulton County,Fulton County-Paulding County-GA
1349,Fulton County-Wake County-NC-1617,"Wake County, NC",1617,2016,2017,461,26815000,364,22408000,97,4407000,Fulton County,Fulton County-Wake County-NC
1350,Fulton County-Davidson County-TN-1617,"Davidson County, TN",1617,2016,2017,359,16461000,365,22277000,-6,-5816000,Fulton County,Fulton County-Davidson County-TN
1351,Fulton County-Rockdale County-GA-1617,"Rockdale County, GA",1617,2016,2017,444,11677000,478,9277000,-34,2400000,Fulton County,Fulton County-Rockdale County-GA
1352,Fulton County-Palm Beach County-FL-1617,"Palm Beach County, FL",1617,2016,2017,454,24752000,357,19113000,97,5639000,Fulton County,Fulton County-Palm Beach County-FL
