,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
2503,Gwinnett County-Habersham County-GA-1718,"Habersham County, GA",1718,2017,2018,68,1841000,121,3690000,-53,-1849000,Gwinnett County,Gwinnett County-Habersham County-GA
2504,Gwinnett County-DuPage County-IL-1718,"DuPage County, IL",1718,2017,2018,79,1828000,57,1494000,22,334000,Gwinnett County,Gwinnett County-DuPage County-IL
2505,Gwinnett County-Anne Arundel County-MD-1718,"Anne Arundel County, MD",1718,2017,2018,78,2069000,60,1732000,18,337000,Gwinnett County,Gwinnett County-Anne Arundel County-MD
2506,Gwinnett County-Mobile County-AL-1718,"Mobile County, AL",1718,2017,2018,80,1271000,59,1554000,21,-283000,Gwinnett County,Gwinnett County-Mobile County-AL
2507,Gwinnett County-Leon County-FL-1718,"Leon County, FL",1718,2017,2018,67,1203000,60,1725000,7,-522000,Gwinnett County,Gwinnett County-Leon County-FL
2508,Gwinnett County-Escambia County-FL-1718,"Escambia County, FL",1718,2017,2018,67,1208000,65,2536000,2,-1328000,Gwinnett County,Gwinnett County-Escambia County-FL
2509,Gwinnett County-Dougherty County-GA-1718,"Dougherty County, GA",1718,2017,2018,81,895000,73,1017000,8,-122000,Gwinnett County,Gwinnett County-Dougherty County-GA
2510,Gwinnett County-El Paso County-CO-1718,"El Paso County, CO",1718,2017,2018,75,1542000,77,1558000,-2,-16000,Gwinnett County,Gwinnett County-El Paso County-CO
2511,Gwinnett County-Bay County-FL-1718,"Bay County, FL",1718,2017,2018,70,1421000,103,2987000,-33,-1566000,Gwinnett County,Gwinnett County-Bay County-FL
2512,Gwinnett County-Volusia County-FL-1718,"Volusia County, FL",1718,2017,2018,65,2538000,106,2852000,-41,-314000,Gwinnett County,Gwinnett County-Volusia County-FL
2513,Gwinnett County-Honolulu County-HI-1718,"Honolulu County, HI",1718,2017,2018,82,1711000,51,1709000,31,2000,Gwinnett County,Gwinnett County-Honolulu County-HI
2514,Gwinnett County-Bell County-TX-1718,"Bell County, TX",1718,2017,2018,69,1290000,36,618000,33,672000,Gwinnett County,Gwinnett County-Bell County-TX
2515,Gwinnett County-Shelby County-AL-1718,"Shelby County, AL",1718,2017,2018,75,2698000,56,1832000,19,866000,Gwinnett County,Gwinnett County-Shelby County-AL
2516,Gwinnett County-Denton County-TX-1718,"Denton County, TX",1718,2017,2018,72,2703000,112,3137000,-40,-434000,Gwinnett County,Gwinnett County-Denton County-TX
2517,Gwinnett County-Baltimore County-MD-1718,"Baltimore County, MD",1718,2017,2018,68,1875000,51,619000,17,1256000,Gwinnett County,Gwinnett County-Baltimore County-MD
2518,Gwinnett County-Fort Bend County-TX-1718,"Fort Bend County, TX",1718,2017,2018,70,1789000,54,1125000,16,664000,Gwinnett County,Gwinnett County-Fort Bend County-TX
2519,Gwinnett County-Hamilton County-OH-1718,"Hamilton County, OH",1718,2017,2018,61,1526000,47,806000,14,720000,Gwinnett County,Gwinnett County-Hamilton County-OH
2520,Gwinnett County-Osceola County-FL-1718,"Osceola County, FL",1718,2017,2018,56,1050000,64,1883000,-8,-833000,Gwinnett County,Gwinnett County-Osceola County-FL
2521,Gwinnett County-Pasco County-FL-1718,"Pasco County, FL",1718,2017,2018,54,1252000,92,2389000,-38,-1137000,Gwinnett County,Gwinnett County-Pasco County-FL
2522,Gwinnett County-Beaufort County-SC-1718,"Beaufort County, SC",1718,2017,2018,62,1575000,69,4374000,-7,-2799000,Gwinnett County,Gwinnett County-Beaufort County-SC
2523,Gwinnett County-Berkeley County-SC-1718,"Berkeley County, SC",1718,2017,2018,60,1088000,46,271000,14,817000,Gwinnett County,Gwinnett County-Berkeley County-SC
2524,Gwinnett County-Lexington County-SC-1718,"Lexington County, SC",1718,2017,2018,63,1224000,42,850000,21,374000,Gwinnett County,Gwinnett County-Lexington County-SC
2525,Gwinnett County-Manatee County-FL-1718,"Manatee County, FL",1718,2017,2018,57,1473000,71,4966000,-14,-3493000,Gwinnett County,Gwinnett County-Manatee County-FL
2526,Gwinnett County-Glynn County-GA-1718,"Glynn County, GA",1718,2017,2018,46,1149000,50,2243000,-4,-1094000,Gwinnett County,Gwinnett County-Glynn County-GA
2527,Gwinnett County-Forsyth County-NC-1718,"Forsyth County, NC",1718,2017,2018,49,1047000,47,1365000,2,-318000,Gwinnett County,Gwinnett County-Forsyth County-NC
2528,Gwinnett County-Horry County-SC-1718,"Horry County, SC",1718,2017,2018,45,886000,61,3202000,-16,-2316000,Gwinnett County,Gwinnett County-Horry County-SC
2529,Gwinnett County-Spartanburg County-SC-1718,"Spartanburg County, SC",1718,2017,2018,49,1226000,93,1968000,-44,-742000,Gwinnett County,Gwinnett County-Spartanburg County-SC
2530,Gwinnett County-Montgomery County-TN-1718,"Montgomery County, TN",1718,2017,2018,60,1188000,43,1001000,17,187000,Gwinnett County,Gwinnett County-Montgomery County-TN
2531,Gwinnett County-Floyd County-GA-1718,"Floyd County, GA",1718,2017,2018,56,1286000,63,2501000,-7,-1215000,Gwinnett County,Gwinnett County-Floyd County-GA
2532,Gwinnett County-Cumberland County-NC-1718,"Cumberland County, NC",1718,2017,2018,57,1361000,54,1177000,3,184000,Gwinnett County,Gwinnett County-Cumberland County-NC
2533,Gwinnett County-Norfolk city-VA-1718,"Norfolk city, VA",1718,2017,2018,53,1194000,34,501000,19,693000,Gwinnett County,Gwinnett County-Norfolk city-VA
2534,Gwinnett County-Sacramento County-CA-1718,"Sacramento County, CA",1718,2017,2018,52,1101000,58,1043000,-6,58000,Gwinnett County,Gwinnett County-Sacramento County-CA
2535,Gwinnett County-Contra Costa County-CA-1718,"Contra Costa County, CA",1718,2017,2018,41,1410000,49,1148000,-8,262000,Gwinnett County,Gwinnett County-Contra Costa County-CA
2536,Gwinnett County-District of Columbia-DC-1718,"District of Columbia, DC",1718,2017,2018,46,986000,43,1775000,3,-789000,Gwinnett County,Gwinnett County-District of Columbia-DC
2537,Gwinnett County-Lumpkin County-GA-1718,"Lumpkin County, GA",1718,2017,2018,35,1033000,60,1233000,-25,-200000,Gwinnett County,Gwinnett County-Lumpkin County-GA
2538,Gwinnett County-Arapahoe County-CO-1718,"Arapahoe County, CO",1718,2017,2018,54,1463000,54,2285000,0,-822000,Gwinnett County,Gwinnett County-Arapahoe County-CO
2539,Gwinnett County-Clay County-FL-1718,"Clay County, FL",1718,2017,2018,59,1196000,51,1296000,8,-100000,Gwinnett County,Gwinnett County-Clay County-FL
2540,Gwinnett County-Erie County-NY-1718,"Erie County, NY",1718,2017,2018,56,654000,60,1340000,-4,-686000,Gwinnett County,Gwinnett County-Erie County-NY
2541,Gwinnett County-Rutherford County-TN-1718,"Rutherford County, TN",1718,2017,2018,50,1245000,81,2498000,-31,-1253000,Gwinnett County,Gwinnett County-Rutherford County-TN
2542,Gwinnett County-St. Lucie County-FL-1718,"St. Lucie County, FL",1718,2017,2018,48,971000,43,1604000,5,-633000,Gwinnett County,Gwinnett County-St. Lucie County-FL
2543,Gwinnett County-Spalding County-GA-1718,"Spalding County, GA",1718,2017,2018,42,1146000,118,2446000,-76,-1300000,Gwinnett County,Gwinnett County-Spalding County-GA
2544,Gwinnett County-Baltimore city-MD-1718,"Baltimore city, MD",1718,2017,2018,54,742000,44,518000,10,224000,Gwinnett County,Gwinnett County-Baltimore city-MD
2545,Gwinnett County-Onslow County-NC-1718,"Onslow County, NC",1718,2017,2018,51,1120000,53,771000,-2,349000,Gwinnett County,Gwinnett County-Onslow County-NC
2546,Gwinnett County-Delaware County-PA-1718,"Delaware County, PA",1718,2017,2018,51,1069000,50,585000,1,484000,Gwinnett County,Gwinnett County-Delaware County-PA
2547,Gwinnett County-Lake County-FL-1718,"Lake County, FL",1718,2017,2018,51,1007000,62,1507000,-11,-500000,Gwinnett County,Gwinnett County-Lake County-FL
2548,Gwinnett County-White County-GA-1718,"White County, GA",1718,2017,2018,32,651000,67,1900000,-35,-1249000,Gwinnett County,Gwinnett County-White County-GA
2549,Gwinnett County-Pierce County-WA-1718,"Pierce County, WA",1718,2017,2018,49,717000,63,1346000,-14,-629000,Gwinnett County,Gwinnett County-Pierce County-WA
2550,Gwinnett County-Pima County-AZ-1718,"Pima County, AZ",1718,2017,2018,36,1072000,40,1173000,-4,-101000,Gwinnett County,Gwinnett County-Pima County-AZ
2551,Gwinnett County-St. Johns County-FL-1718,"St. Johns County, FL",1718,2017,2018,37,1260000,150,10305000,-113,-9045000,Gwinnett County,Gwinnett County-St. Johns County-FL
2552,Gwinnett County-York County-SC-1718,"York County, SC",1718,2017,2018,55,1667000,43,1768000,12,-101000,Gwinnett County,Gwinnett County-York County-SC
2553,Gwinnett County-Harrison County-MS-1718,"Harrison County, MS",1718,2017,2018,48,1006000,45,957000,3,49000,Gwinnett County,Gwinnett County-Harrison County-MS
2554,Gwinnett County-Henrico County-VA-1718,"Henrico County, VA",1718,2017,2018,46,828000,45,909000,1,-81000,Gwinnett County,Gwinnett County-Henrico County-VA
2556,Henry County-Clayton County-GA-1718,"Clayton County, GA",1718,2017,2018,5003,87146000,2883,44961000,2120,42185000,Henry County,Henry County-Clayton County-GA
2557,Henry County-DeKalb County-GA-1718,"DeKalb County, GA",1718,2017,2018,1798,33169000,982,23640000,816,9529000,Henry County,Henry County-DeKalb County-GA
2558,Henry County-Fulton County-GA-1718,"Fulton County, GA",1718,2017,2018,1501,29905000,1336,41940000,165,-12035000,Henry County,Henry County-Fulton County-GA
2559,Henry County-Gwinnett County-GA-1718,"Gwinnett County, GA",1718,2017,2018,582,14065000,581,15762000,1,-1697000,Henry County,Henry County-Gwinnett County-GA
2560,Henry County-Spalding County-GA-1718,"Spalding County, GA",1718,2017,2018,600,10344000,928,19647000,-328,-9303000,Henry County,Henry County-Spalding County-GA
2561,Henry County-Cobb County-GA-1718,"Cobb County, GA",1718,2017,2018,461,12600000,515,15493000,-54,-2893000,Henry County,Henry County-Cobb County-GA
2562,Henry County-Rockdale County-GA-1718,"Rockdale County, GA",1718,2017,2018,398,8221000,315,7666000,83,555000,Henry County,Henry County-Rockdale County-GA
2563,Henry County-Newton County-GA-1718,"Newton County, GA",1718,2017,2018,381,6943000,415,7973000,-34,-1030000,Henry County,Henry County-Newton County-GA
2564,Henry County-Fayette County-GA-1718,"Fayette County, GA",1718,2017,2018,338,8952000,424,13613000,-86,-4661000,Henry County,Henry County-Fayette County-GA
2565,Henry County-Butts County-GA-1718,"Butts County, GA",1718,2017,2018,352,5737000,642,15961000,-290,-10224000,Henry County,Henry County-Butts County-GA
2566,Henry County-Bibb County-GA-1718,"Bibb County, GA",1718,2017,2018,220,4390000,117,2393000,103,1997000,Henry County,Henry County-Bibb County-GA
2567,Henry County-Coweta County-GA-1718,"Coweta County, GA",1718,2017,2018,207,4660000,349,12153000,-142,-7493000,Henry County,Henry County-Coweta County-GA
2568,Henry County-Broward County-FL-1718,"Broward County, FL",1718,2017,2018,172,3057000,73,1539000,99,1518000,Henry County,Henry County-Broward County-FL
2569,Henry County-Houston County-GA-1718,"Houston County, GA",1718,2017,2018,165,2962000,114,2630000,51,332000,Henry County,Henry County-Houston County-GA
2570,Henry County-Douglas County-GA-1718,"Douglas County, GA",1718,2017,2018,164,3560000,149,3014000,15,546000,Henry County,Henry County-Douglas County-GA
